state_abbr,state_fips,county_name,is_metro,county_code,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
SC,45,Abbeville,0,001,24368,678.00,725.00,902.00,1220.00,1225.00
LA,22,Acadia Parish,1,001,57674,607.00,671.00,880.00,1055.00,1194.00
VA,51,Accomack,0,001,33367,740.00,856.00,1054.00,1367.00,1549.00
ID,16,Ada,1,001,497494,1170.00,1381.00,1655.00,2318.00,2772.00
IA,19,Adair,0,001,7479,687.00,706.00,926.00,1201.00,1285.00
KY,21,Adair,0,001,18887,619.00,683.00,866.00,1204.00,1246.00
MO,29,Adair,0,001,25299,706.00,708.00,888.00,1235.00,1490.00
OK,40,Adair,0,001,19726,655.00,714.00,937.00,1161.00,1252.00
CO,08,Adams,1,001,520149,1643.00,1754.00,2089.00,2734.00,3049.00
ID,16,Adams,0,003,4464,768.00,773.00,973.00,1353.00,1632.00
IL,17,Adams,0,001,65583,734.00,811.00,1064.00,1327.00,1500.00
IN,18,Adams,0,001,35827,695.00,872.00,956.00,1227.00,1266.00
IA,19,Adams,0,003,3680,692.00,711.00,933.00,1217.00,1235.00
MS,28,Adams,0,001,29425,727.00,768.00,842.00,1111.00,1115.00
NE,31,Adams,0,001,31143,711.00,811.00,961.00,1268.00,1272.00
ND,38,Adams,0,001,2190,697.00,702.00,873.00,1214.00,1464.00
OH,39,Adams,0,001,27509,736.00,785.00,973.00,1220.00,1288.00
PA,42,Adams,1,001,104604,1006.00,1099.00,1374.00,1834.00,1939.00
WA,53,Adams,0,001,20557,795.00,863.00,1133.00,1576.00,1901.00
WI,55,Adams,0,001,20730,767.00,818.00,973.00,1236.00,1288.00
VT,50,Addison,0,001,1148,1117.00,1124.00,1438.00,1761.00,2117.00
PR,72,Adjuntas Municipio,0,001,17972,461.00,479.00,531.00,743.00,805.00
PR,72,Aguada Municipio,1,003,37998,480.00,482.00,564.00,680.00,756.00
PR,72,Aguadilla Municipio,1,005,54752,480.00,482.00,564.00,680.00,756.00
PR,72,Aguas Buenas Municipio,1,007,24136,559.00,572.00,663.00,868.00,1046.00
PR,72,Aibonito Municipio,1,009,24555,429.00,433.00,493.00,621.00,704.00
SC,45,Aiken,1,003,169865,939.00,1114.00,1261.00,1627.00,1984.00
MN,27,Aitkin,0,001,15859,737.00,742.00,973.00,1353.00,1471.00
FL,12,Alachua,1,001,279729,1154.00,1246.00,1493.00,1868.00,1977.00
NC,37,Alamance,1,001,171779,992.00,1230.00,1348.00,1670.00,1972.00
CA,06,Alameda,1,001,1663823,2142.00,2385.00,2912.00,3724.00,4413.00
CO,08,Alamosa,0,003,16460,766.00,833.00,999.00,1389.00,1676.00
NY,36,Albany,1,001,315041,1217.00,1417.00,1702.00,2041.00,2253.00
WY,56,Albany,0,001,37525,709.00,786.00,963.00,1339.00,1615.00
VA,51,Albemarle,1,003,112513,1421.00,1602.00,1824.00,2218.00,2731.00
MI,26,Alcona,0,001,10238,689.00,807.00,973.00,1333.00,1380.00
MS,28,Alcorn,0,003,34717,727.00,768.00,842.00,1158.00,1162.00
AK,02,Aleutians East Borough,0,013,3407,993.00,1263.00,1385.00,1661.00,2281.00
AK,02,Aleutians West Census Area,0,016,5219,1571.00,1670.00,2191.00,2652.00,2901.00
IL,17,Alexander,1,003,5261,763.00,807.00,992.00,1380.00,1664.00
NC,37,Alexander,1,003,36505,858.00,908.00,1095.00,1372.00,1660.00
VA,51,Alexandria city,1,510,157594,1953.00,2015.00,2246.00,2835.00,3332.00
OK,40,Alfalfa,0,003,5683,705.00,714.00,937.00,1303.00,1572.00
MI,26,Alger,0,003,8866,759.00,817.00,1072.00,1285.00,1419.00
IA,19,Allamakee,0,005,14046,682.00,754.00,919.00,1278.00,1399.00
MI,26,Allegan,0,005,120189,959.00,966.00,1267.00,1583.00,1761.00
MD,24,Allegany,0,001,68161,694.00,823.00,973.00,1333.00,1452.00
NY,36,Allegany,0,003,47222,750.00,754.00,974.00,1243.00,1464.00
NC,37,Alleghany,0,005,10989,740.00,745.00,978.00,1173.00,1470.00
VA,51,Alleghany,0,005,15159,773.00,778.00,914.00,1259.00,1358.00
PA,42,Allegheny,1,003,1245310,1001.00,1077.00,1299.00,1661.00,1789.00
IN,18,Allen,1,003,385456,892.00,916.00,1113.00,1381.00,1512.00
KS,20,Allen,0,001,12554,689.00,727.00,877.00,1216.00,1276.00
KY,21,Allen,1,003,20773,759.00,759.00,996.00,1224.00,1520.00
OH,39,Allen,1,003,102087,839.00,844.00,1108.00,1338.00,1493.00
LA,22,Allen Parish,0,003,22798,601.00,754.00,834.00,1048.00,1249.00
SC,45,Allendale,0,005,8073,678.00,823.00,902.00,1216.00,1246.00
MI,26,Alpena,0,007,28911,689.00,767.00,973.00,1212.00,1632.00
CA,06,Alpine,0,003,1515,1068.00,1165.00,1529.00,2126.00,2527.00
CA,06,Amador,0,005,40577,1387.00,1396.00,1698.00,2220.00,2714.00
VA,51,Amelia,1,007,13309,1442.00,1507.00,1655.00,2072.00,2553.00
AS,60,American Samoa,0,999,55519,690.00,700.00,919.00,1278.00,1542.00
VA,51,Amherst,1,009,31426,1027.00,1033.00,1187.00,1635.00,1750.00
MS,28,Amite,0,005,12683,708.00,713.00,855.00,1047.00,1139.00
PR,72,Añasco Municipio,1,011,25497,480.00,482.00,564.00,680.00,756.00
AK,02,Anchorage Municipality,1,020,290674,1152.00,1243.00,1631.00,2268.00,2736.00
KS,20,Anderson,0,003,7799,643.00,668.00,877.00,1146.00,1471.00
KY,21,Anderson,0,005,23839,745.00,951.00,1042.00,1323.00,1454.00
SC,45,Anderson,1,007,204592,1022.00,1035.00,1173.00,1519.00,1849.00
TN,47,Anderson,1,001,77337,1177.00,1184.00,1471.00,1864.00,2172.00
TX,48,Anderson,0,001,58077,895.00,901.00,1117.00,1339.00,1686.00
MO,29,Andrew,1,003,18069,774.00,832.00,1077.00,1363.00,1566.00
TX,48,Andrews,0,003,18362,1108.00,1300.00,1425.00,1709.00,2097.00
ME,23,Androscoggin,1,001,24294,1140.00,1218.00,1586.00,2050.00,2305.00
TX,48,Angelina,0,005,86608,876.00,892.00,1021.00,1365.00,1414.00
MD,24,Anne Arundel,1,003,588109,1362.00,1511.00,1857.00,2358.00,2611.00
MN,27,Anoka,1,003,363985,1242.00,1405.00,1709.00,2262.00,2531.00
NC,37,Anson,1,007,22200,785.00,867.00,1138.00,1364.00,1654.00
NE,31,Antelope,0,003,6302,666.00,732.00,961.00,1268.00,1272.00
MI,26,Antrim,0,009,23662,801.00,897.00,1162.00,1393.00,1613.00
AZ,04,Apache,0,001,66054,810.00,903.00,1175.00,1599.00,1828.00
IA,19,Appanoose,0,007,12279,682.00,700.00,919.00,1102.00,1306.00
GA,13,Appling,0,001,18441,765.00,770.00,973.00,1313.00,1608.00
VA,51,Appomattox,1,011,16253,1027.00,1033.00,1187.00,1635.00,1750.00
TX,48,Aransas,1,007,24048,1059.00,1072.00,1407.00,1910.00,2116.00
CO,08,Arapahoe,1,005,654453,1643.00,1754.00,2089.00,2734.00,3049.00
TX,48,Archer,1,009,8649,831.00,925.00,1136.00,1553.00,1759.00
CO,08,Archuleta,0,007,13509,1134.00,1141.00,1337.00,1859.00,2243.00
PR,72,Arecibo Municipio,1,013,87217,437.00,440.00,510.00,699.00,787.00
MI,26,Arenac,0,011,15031,671.00,742.00,973.00,1353.00,1519.00
AR,05,Arkansas,0,001,17024,670.00,703.00,922.00,1159.00,1547.00
VA,51,Arlington,1,013,235845,1953.00,2015.00,2246.00,2835.00,3332.00
PA,42,Armstrong,1,005,65538,691.00,767.00,1002.00,1300.00,1399.00
TX,48,Armstrong,1,011,1912,778.00,903.00,1106.00,1503.00,1742.00
ME,23,Aroostook,0,003,213,942.00,949.00,1224.00,1672.00,1739.00
PR,72,Arroyo Municipio,1,015,15797,414.00,418.00,475.00,637.00,639.00
NE,31,Arthur,0,005,485,666.00,732.00,961.00,1279.00,1284.00
LA,22,Ascension Parish,1,005,126973,1032.00,1064.00,1204.00,1511.00,1943.00
NC,37,Ashe,0,009,26759,700.00,705.00,925.00,1220.00,1225.00
OH,39,Ashland,0,005,52522,677.00,779.00,973.00,1280.00,1472.00
WI,55,Ashland,0,003,16041,737.00,742.00,973.00,1353.00,1613.00
AR,05,Ashley,0,003,19018,666.00,671.00,880.00,1055.00,1476.00
OH,39,Ashtabula,1,007,97666,715.00,840.00,1037.00,1257.00,1429.00
WA,53,Asotin,1,003,22370,925.00,931.00,1220.00,1697.00,2037.00
LA,22,Assumption Parish,1,007,21067,801.00,806.00,967.00,1345.00,1556.00
TX,48,Atascosa,1,013,49403,831.00,1002.00,1098.00,1435.00,1454.00
KS,20,Atchison,0,005,16309,631.00,668.00,877.00,1220.00,1471.00
MO,29,Atchison,0,005,5270,660.00,677.00,888.00,1065.00,1333.00
OH,39,Athens,0,009,61276,902.00,907.00,1092.00,1338.00,1491.00
GA,13,Atkinson,0,003,8265,755.00,760.00,973.00,1168.00,1395.00
NJ,34,Atlantic,1,001,274339,1346.00,1537.00,1867.00,2586.00,2851.00
OK,40,Atoka,0,005,14117,705.00,744.00,937.00,1175.00,1241.00
MS,28,Attala,0,007,17842,638.00,642.00,842.00,1115.00,1118.00
MO,29,Audrain,0,007,24873,660.00,690.00,888.00,1141.00,1239.00
IA,19,Audubon,0,009,5651,682.00,838.00,919.00,1160.00,1423.00
OH,39,Auglaize,0,011,46263,757.00,762.00,1000.00,1391.00,1668.00
VA,51,Augusta,1,015,77433,1088.00,1095.00,1261.00,1734.00,1941.00
SD,46,Aurora,0,003,2590,641.00,768.00,929.00,1289.00,1438.00
TX,48,Austin,1,015,30406,885.00,891.00,1095.00,1523.00,1837.00
AL,01,Autauga,1,001,58761,860.00,870.00,1016.00,1304.00,1537.00
NC,37,Avery,0,011,17679,761.00,766.00,1005.00,1205.00,1510.00
LA,22,Avoyelles Parish,0,009,39529,617.00,653.00,857.00,1087.00,1283.00
CO,08,Baca,0,009,3496,746.00,771.00,973.00,1353.00,1525.00
GA,13,Bacon,0,005,11138,765.00,770.00,973.00,1353.00,1395.00
TX,48,Bailey,0,017,6902,756.00,778.00,973.00,1266.00,1432.00
FL,12,Baker,1,003,27969,903.00,922.00,1103.00,1512.00,1708.00
GA,13,Baker,0,007,2878,765.00,770.00,973.00,1353.00,1395.00
OR,41,Baker,0,001,16685,761.00,898.00,1047.00,1456.00,1756.00
AL,01,Baldwin,1,003,233420,1094.00,1200.00,1345.00,1692.00,2171.00
GA,13,Baldwin,0,009,43778,783.00,894.00,1073.00,1287.00,1476.00
KY,21,Ballard,1,007,7742,800.00,817.00,1072.00,1285.00,1640.00
MD,24,Baltimore city,1,510,584548,1362.00,1511.00,1857.00,2358.00,2611.00
MD,24,Baltimore,1,005,850737,1362.00,1511.00,1857.00,2358.00,2611.00
SC,45,Bamberg,0,009,13311,678.00,687.00,902.00,1183.00,1194.00
TX,48,Bandera,1,019,21182,1077.00,1177.00,1426.00,1830.00,2132.00
GA,13,Banks,0,011,18381,765.00,770.00,973.00,1217.00,1395.00
NE,31,Banner,0,007,670,666.00,732.00,961.00,1187.00,1284.00
ID,16,Bannock,1,005,87434,809.00,894.00,1173.00,1631.00,1968.00
MI,26,Baraga,0,013,8245,689.00,742.00,973.00,1167.00,1299.00
KS,20,Barber,0,007,4081,643.00,730.00,877.00,1103.00,1471.00
AL,01,Barbour,0,005,24877,576.00,693.00,776.00,1017.00,1068.00
WV,54,Barbour,0,001,15527,667.00,793.00,869.00,1147.00,1313.00
PR,72,Barceloneta Municipio,1,017,22604,559.00,572.00,663.00,868.00,1046.00
ND,38,Barnes,0,003,10826,718.00,722.00,948.00,1137.00,1590.00
MA,25,Barnstable,1,001,49232,1834.00,1846.00,2422.00,2985.00,3428.00
SC,45,Barnwell,0,011,20653,699.00,709.00,930.00,1115.00,1231.00
PR,72,Barranquitas Municipio,1,019,28899,429.00,433.00,493.00,621.00,704.00
KY,21,Barren,0,009,44511,657.00,662.00,868.00,1102.00,1280.00
WI,55,Barron,0,005,46683,704.00,750.00,984.00,1262.00,1590.00
GA,13,Barrow,1,013,84399,1585.00,1660.00,1820.00,2182.00,2605.00
MI,26,Barry,1,015,62581,1010.00,1017.00,1334.00,1735.00,2013.00
MO,29,Barry,0,009,34701,672.00,677.00,888.00,1235.00,1311.00
IN,18,Bartholomew,1,005,82371,1233.00,1257.00,1415.00,1697.00,2000.00
KS,20,Barton,0,009,25477,643.00,693.00,877.00,1220.00,1296.00
MO,29,Barton,0,011,11683,660.00,734.00,888.00,1235.00,1273.00
GA,13,Bartow,1,015,109410,1585.00,1660.00,1820.00,2182.00,2605.00
TX,48,Bastrop,1,021,98435,1474.00,1562.00,1852.00,2347.00,2760.00
MO,29,Bates,1,013,16101,702.00,706.00,927.00,1232.00,1555.00
KY,21,Bath,0,011,12739,619.00,668.00,866.00,1124.00,1360.00
VA,51,Bath,0,017,4177,796.00,801.00,977.00,1171.00,1528.00
AR,05,Baxter,0,005,41801,730.00,735.00,964.00,1274.00,1276.00
FL,12,Bay,1,005,181055,1426.00,1480.00,1682.00,2169.00,2689.00
MI,26,Bay,1,017,103752,809.00,814.00,1030.00,1399.00,1518.00
PR,72,Bayamón Municipio,1,021,184326,559.00,572.00,663.00,868.00,1046.00
WI,55,Bayfield,0,007,16214,671.00,742.00,973.00,1283.00,1288.00
TX,48,Baylor,0,023,3475,737.00,742.00,973.00,1353.00,1432.00
SD,46,Beadle,0,005,19089,658.00,728.00,955.00,1245.00,1472.00
ID,16,Bear Lake,0,007,6436,768.00,773.00,973.00,1353.00,1632.00
NC,37,Beaufort,0,013,44711,732.00,737.00,925.00,1220.00,1552.00
SC,45,Beaufort,1,013,189071,1582.00,1657.00,1816.00,2177.00,2720.00
LA,22,Beauregard Parish,0,011,36553,655.00,713.00,935.00,1155.00,1569.00
OK,40,Beaver,0,007,5071,705.00,732.00,937.00,1249.00,1481.00
PA,42,Beaver,1,007,167629,1001.00,1077.00,1299.00,1661.00,1789.00
UT,49,Beaver,0,001,7102,867.00,988.00,1186.00,1466.00,1635.00
MT,30,Beaverhead,0,001,9469,803.00,978.00,1072.00,1491.00,1798.00
MN,27,Becker,0,005,35202,708.00,783.00,1027.00,1341.00,1474.00
OK,40,Beckham,0,009,22295,788.00,799.00,1048.00,1257.00,1502.00
PA,42,Bedford,0,009,47613,677.00,742.00,973.00,1226.00,1476.00
TN,47,Bedford,0,003,50533,796.00,928.00,1017.00,1414.00,1641.00
VA,51,Bedford,1,019,79761,1027.00,1033.00,1187.00,1635.00,1750.00
TX,48,Bee,0,025,30977,897.00,903.00,1185.00,1467.00,1569.00
NH,33,Belknap,0,001,5953,1241.00,1425.00,1800.00,2219.00,2676.00
KY,21,Bell,0,013,24248,597.00,790.00,866.00,1133.00,1294.00
TX,48,Bell,1,027,372821,983.00,990.00,1233.00,1711.00,2068.00
OH,39,Belmont,1,013,66554,683.00,816.00,991.00,1277.00,1413.00
MN,27,Beltrami,0,007,46274,870.00,876.00,1135.00,1361.00,1715.00
GA,13,Ben Hill,0,017,17169,788.00,793.00,973.00,1167.00,1395.00
ID,16,Benewah,0,009,9731,744.00,822.00,1079.00,1469.00,1655.00
SD,46,Bennett,0,007,3391,815.00,901.00,1182.00,1417.00,1830.00
VT,50,Bennington,0,003,2773,1020.00,1142.00,1297.00,1804.00,2159.00
ND,38,Benson,0,005,5960,760.00,769.00,873.00,1214.00,1464.00
CO,08,Bent,0,011,5561,772.00,777.00,1019.00,1417.00,1598.00
AR,05,Benton,1,007,286528,1007.00,1115.00,1347.00,1873.00,2213.00
IN,18,Benton,1,007,8709,894.00,1032.00,1242.00,1489.00,1992.00
IA,19,Benton,1,011,25652,659.00,729.00,956.00,1209.00,1348.00
MN,27,Benton,1,009,41300,874.00,919.00,1206.00,1604.00,1873.00
MS,28,Benton,1,009,7637,727.00,768.00,842.00,1157.00,1284.00
MO,29,Benton,0,015,19616,690.00,708.00,929.00,1194.00,1453.00
OR,41,Benton,1,003,95615,1350.00,1451.00,1824.00,2537.00,2862.00
TN,47,Benton,0,005,15933,700.00,705.00,925.00,1286.00,1402.00
WA,53,Benton,1,005,207560,1122.00,1268.00,1538.00,2071.00,2385.00
MI,26,Benzie,1,019,18058,904.00,937.00,1224.00,1586.00,1720.00
NJ,34,Bergen,1,003,953243,1778.00,2024.00,2324.00,2835.00,3618.00
SC,45,Berkeley,1,015,231419,1557.00,1630.00,1787.00,2222.00,2562.00
WV,54,Berkeley,1,003,123283,850.00,971.00,1233.00,1702.00,1947.00
PA,42,Berks,1,011,428483,1086.00,1237.00,1575.00,1937.00,2085.00
MA,25,Berkshire,1,003,8106,1245.00,1269.00,1626.00,2109.00,2577.00
NM,35,Bernalillo,1,001,674692,1009.00,1185.00,1464.00,2036.00,2399.00
GA,13,Berrien,0,019,18187,737.00,742.00,973.00,1353.00,1632.00
MI,26,Berrien,1,021,153938,816.00,902.00,1184.00,1556.00,1568.00
NC,37,Bertie,0,015,17818,790.00,796.00,1044.00,1252.00,1449.00
AK,02,Bethel Census Area,0,050,18538,1688.00,1719.00,1938.00,2324.00,2566.00
TX,48,Bexar,1,029,2014059,1077.00,1177.00,1426.00,1830.00,2132.00
AL,01,Bibb,1,007,22251,1024.00,1155.00,1266.00,1583.00,1801.00
GA,13,Bibb,1,021,156554,1085.00,1158.00,1307.00,1567.00,1731.00
LA,22,Bienville Parish,0,013,12958,601.00,707.00,834.00,1160.00,1399.00
MT,30,Big Horn,0,003,13090,976.00,992.00,1302.00,1657.00,2115.00
WY,56,Big Horn,0,003,11690,761.00,871.00,963.00,1189.00,1515.00
MN,27,Big Stone,0,011,5161,671.00,816.00,973.00,1178.00,1329.00
ND,38,Billings,0,007,839,697.00,702.00,873.00,1214.00,1464.00
ID,16,Bingham,0,011,48253,737.00,742.00,973.00,1353.00,1632.00
IA,19,Black Hawk,1,013,131041,725.00,801.00,1051.00,1357.00,1763.00
IN,18,Blackford,0,009,12074,685.00,766.00,956.00,1268.00,1555.00
NC,37,Bladen,0,017,29807,700.00,705.00,925.00,1258.00,1298.00
ID,16,Blaine,0,013,24248,1103.00,1219.00,1600.00,2101.00,2401.00
MT,30,Blaine,0,005,7030,887.00,902.00,1184.00,1420.00,1914.00
NE,31,Blaine,0,009,384,666.00,732.00,961.00,1187.00,1284.00
OK,40,Blaine,0,011,8661,736.00,746.00,979.00,1174.00,1447.00
PA,42,Blair,1,013,122640,802.00,948.00,1138.00,1458.00,1705.00
TX,48,Blanco,0,031,11608,884.00,889.00,1167.00,1623.00,1717.00
VA,51,Bland,0,021,6241,745.00,749.00,914.00,1271.00,1429.00
GA,13,Bleckley,0,023,12413,737.00,742.00,973.00,1266.00,1395.00
TN,47,Bledsoe,0,007,14816,738.00,743.00,975.00,1169.00,1636.00
AL,01,Blount,1,009,59077,1024.00,1155.00,1266.00,1583.00,1801.00
TN,47,Blount,1,009,135951,1177.00,1184.00,1471.00,1864.00,2172.00
MN,27,Blue Earth,1,013,69022,971.00,977.00,1171.00,1629.00,1916.00
ID,16,Boise,1,015,7809,1170.00,1381.00,1655.00,2318.00,2772.00
MS,28,Bolivar,0,011,30688,638.00,642.00,842.00,1096.00,1115.00
MO,29,Bollinger,1,017,10658,763.00,807.00,992.00,1380.00,1664.00
SD,46,Bon Homme,0,009,7018,641.00,762.00,929.00,1292.00,1558.00
IL,17,Bond,1,005,16750,632.00,836.00,916.00,1154.00,1213.00
ID,16,Bonner,0,017,47976,952.00,958.00,1257.00,1748.00,1903.00
ID,16,Bonneville,1,019,124490,1034.00,1095.00,1305.00,1815.00,2189.00
AR,05,Boone,0,009,37662,607.00,671.00,880.00,1224.00,1343.00
IL,17,Boone,1,007,53459,810.00,895.00,1175.00,1555.00,1594.00
IN,18,Boone,1,011,71235,1118.00,1267.00,1473.00,1907.00,2338.00
IA,19,Boone,1,015,26700,783.00,788.00,1026.00,1427.00,1500.00
KY,21,Boone,1,015,136150,958.00,1051.00,1353.00,1785.00,1976.00
MO,29,Boone,1,019,184043,800.00,1011.00,1160.00,1573.00,1861.00
NE,31,Boone,0,011,5397,666.00,732.00,961.00,1268.00,1272.00
WV,54,Boone,1,005,21705,669.00,674.00,869.00,1195.00,1458.00
TX,48,Borden,0,033,686,789.00,811.00,1015.00,1321.00,1493.00
TX,48,Bosque,1,035,18404,671.00,742.00,973.00,1283.00,1288.00
LA,22,Bossier Parish,1,015,128877,870.00,982.00,1111.00,1458.00,1552.00
VA,51,Botetourt,1,023,33734,1004.00,1053.00,1254.00,1743.00,2104.00
ND,38,Bottineau,0,009,6411,760.00,796.00,873.00,1153.00,1464.00
CO,08,Boulder,1,013,328658,1553.00,1795.00,2124.00,2820.00,3239.00
ID,16,Boundary,0,021,12335,737.00,742.00,973.00,1353.00,1632.00
KS,20,Bourbon,0,011,14405,645.00,713.00,936.00,1122.00,1352.00
KY,21,Bourbon,1,017,20228,883.00,1079.00,1272.00,1743.00,1940.00
TX,48,Bowie,1,037,92747,859.00,868.00,1101.00,1369.00,1657.00
ND,38,Bowman,0,011,2975,760.00,796.00,873.00,1214.00,1427.00
NE,31,Box Butte,0,013,10778,666.00,732.00,961.00,1182.00,1284.00
UT,49,Box Elder,0,003,58291,771.00,983.00,1118.00,1555.00,1875.00
KY,21,Boyd,1,019,48242,848.00,853.00,973.00,1249.00,1410.00
NE,31,Boyd,0,015,1767,666.00,732.00,961.00,1187.00,1284.00
KY,21,Boyle,0,021,30613,693.00,698.00,913.00,1200.00,1351.00
KY,21,Bracken,1,023,8420,958.00,1051.00,1353.00,1785.00,1976.00
FL,12,Bradford,0,007,27816,976.00,1022.00,1120.00,1433.00,1879.00
PA,42,Bradford,0,015,60159,838.00,844.00,1066.00,1341.00,1522.00
AR,05,Bradley,0,011,10461,630.00,710.00,880.00,1212.00,1476.00
TN,47,Bradley,1,011,108859,850.00,940.00,1233.00,1584.00,1633.00
MI,26,Branch,0,023,44795,689.00,840.00,973.00,1324.00,1329.00
GA,13,Brantley,1,025,18105,1035.00,1105.00,1293.00,1550.00,1906.00
WV,54,Braxton,0,007,12505,660.00,665.00,869.00,1147.00,1311.00
TX,48,Brazoria,1,039,374600,1080.00,1240.00,1359.00,1839.00,2280.00
TX,48,Brazos,1,041,234548,1025.00,1082.00,1186.00,1649.00,1928.00
KY,21,Breathitt,0,025,13580,619.00,714.00,866.00,1204.00,1259.00
KY,21,Breckinridge,0,027,20528,686.00,690.00,866.00,1204.00,1209.00
IA,19,Bremer,1,017,25012,674.00,745.00,978.00,1290.00,1295.00
FL,12,Brevard,1,009,610723,1266.00,1478.00,1709.00,2330.00,2645.00
TX,48,Brewster,0,043,9454,772.00,808.00,993.00,1381.00,1461.00
TX,48,Briscoe,0,045,1290,789.00,811.00,1015.00,1321.00,1493.00
AK,02,Bristol Bay Borough,0,060,854,891.00,1134.00,1243.00,1729.00,2047.00
VA,51,Bristol city,1,520,17036,720.00,818.00,1044.00,1338.00,1464.00
MA,25,Bristol,1,005,10563,1203.00,1230.00,1527.00,1831.00,2289.00
MT,30,Broadwater,1,007,6977,1240.00,1595.00,1748.00,2096.00,2856.00
NY,36,Bronx,1,005,1443229,2529.00,2655.00,2910.00,3644.00,3959.00
WV,54,Brooke,1,009,22349,752.00,757.00,973.00,1285.00,1482.00
SD,46,Brookings,0,011,34631,776.00,781.00,953.00,1325.00,1599.00
GA,13,Brooks,1,027,16275,915.00,921.00,1192.00,1583.00,1915.00
TX,48,Brooks,0,047,7059,756.00,778.00,973.00,1353.00,1432.00
NY,36,Broome,1,007,198365,783.00,868.00,1103.00,1412.00,1622.00
CO,08,Broomfield,1,014,73946,1643.00,1754.00,2089.00,2734.00,3049.00
FL,12,Broward,1,011,1940907,1737.00,1900.00,2333.00,3216.00,3810.00
IL,17,Brown,0,009,6334,733.00,810.00,1063.00,1275.00,1518.00
IN,18,Brown,1,013,15513,1118.00,1267.00,1473.00,1907.00,2338.00
KS,20,Brown,0,013,9486,643.00,668.00,877.00,1143.00,1162.00
MN,27,Brown,0,015,25880,671.00,742.00,973.00,1177.00,1609.00
NE,31,Brown,0,017,2691,666.00,732.00,961.00,1279.00,1284.00
OH,39,Brown,1,015,43715,797.00,802.00,1008.00,1361.00,1691.00
SD,46,Brown,0,013,38278,652.00,708.00,929.00,1168.00,1477.00
TX,48,Brown,0,049,38159,792.00,823.00,1080.00,1362.00,1619.00
WI,55,Brown,1,009,268393,867.00,931.00,1164.00,1545.00,1618.00
SD,46,Brule,0,015,5247,641.00,708.00,929.00,1292.00,1450.00
NC,37,Brunswick,1,019,139721,1242.00,1301.00,1426.00,1983.00,2392.00
VA,51,Brunswick,0,025,15965,745.00,749.00,914.00,1271.00,1389.00
GA,13,Bryan,1,029,44995,1455.00,1533.00,1680.00,2235.00,2547.00
OK,40,Bryan,0,013,46528,757.00,762.00,1000.00,1322.00,1491.00
IA,19,Buchanan,0,019,20631,713.00,718.00,942.00,1281.00,1468.00
MO,29,Buchanan,1,021,84544,774.00,832.00,1077.00,1363.00,1566.00
VA,51,Buchanan,0,027,20246,792.00,834.00,914.00,1271.00,1494.00
VA,51,Buckingham,0,029,16869,830.00,875.00,959.00,1266.00,1419.00
PA,42,Bucks,1,017,645163,1397.00,1520.00,1810.00,2170.00,2423.00
VA,51,Buena Vista city,0,530,6639,870.00,917.00,1005.00,1398.00,1686.00
IA,19,Buena Vista,0,021,20687,765.00,770.00,1010.00,1240.00,1337.00
NE,31,Buffalo,0,019,50103,787.00,863.00,1031.00,1360.00,1730.00
SD,46,Buffalo,0,017,1859,830.00,918.00,1204.00,1444.00,1864.00
WI,55,Buffalo,0,011,13329,691.00,742.00,973.00,1184.00,1539.00
KY,21,Bullitt,1,029,82482,966.00,1047.00,1272.00,1625.00,1891.00
GA,13,Bulloch,0,031,79829,812.00,898.00,1178.00,1433.00,1560.00
AL,01,Bullock,0,011,10328,576.00,708.00,776.00,930.00,1302.00
NC,37,Buncombe,1,021,269449,1436.00,1674.00,1835.00,2231.00,3078.00
IL,17,Bureau,0,011,33203,714.00,789.00,1035.00,1278.00,1433.00
GA,13,Burke,1,033,24337,939.00,1114.00,1261.00,1627.00,1984.00
NC,37,Burke,1,023,87799,858.00,908.00,1095.00,1372.00,1660.00
ND,38,Burke,0,013,2184,661.00,665.00,873.00,1101.00,1464.00
ND,38,Burleigh,1,015,98443,961.00,1030.00,1175.00,1634.00,1884.00
TX,48,Burleson,1,051,17958,1025.00,1082.00,1186.00,1649.00,1928.00
NJ,34,Burlington,1,005,461853,1397.00,1520.00,1810.00,2170.00,2423.00
TX,48,Burnet,0,053,49684,969.00,997.00,1247.00,1645.00,1651.00
WI,55,Burnett,0,013,16561,691.00,742.00,974.00,1168.00,1469.00
NE,31,Burt,0,021,6717,666.00,836.00,961.00,1231.00,1384.00
AL,01,Butler,0,013,18981,622.00,638.00,837.00,1004.00,1139.00
IA,19,Butler,0,023,14376,682.00,700.00,919.00,1102.00,1367.00
KS,20,Butler,1,015,67618,782.00,849.00,1099.00,1444.00,1784.00
KY,21,Butler,1,031,12365,660.00,660.00,866.00,1204.00,1232.00
MO,29,Butler,0,023,42280,660.00,682.00,895.00,1194.00,1199.00
NE,31,Butler,0,023,8373,666.00,732.00,961.00,1268.00,1272.00
OH,39,Butler,1,017,388327,958.00,1051.00,1353.00,1785.00,1976.00
PA,42,Butler,1,019,194562,1001.00,1077.00,1299.00,1661.00,1789.00
CA,06,Butte,1,007,213605,1155.00,1270.00,1625.00,2260.00,2726.00
ID,16,Butte,1,023,2605,1020.00,1094.00,1304.00,1814.00,2188.00
SD,46,Butte,0,019,10369,758.00,838.00,1099.00,1318.00,1701.00
GA,13,Butts,1,035,25522,936.00,977.00,1075.00,1427.00,1803.00
