state_abbr,state_fips,county_name,is_metro,county_code,pop2023,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4
IN,18,Knox,0,083,36148,725.00,729.00,956.00,1212.00,1266.00
KY,21,Knox,0,121,30207,619.00,745.00,866.00,1038.00,1453.00
ME,23,Knox,0,013,1618,1223.00,1270.00,1526.00,1928.00,2085.00
MO,29,Knox,0,103,3772,660.00,677.00,888.00,1086.00,1320.00
NE,31,Knox,0,107,8415,666.00,732.00,961.00,1152.00,1351.00
OH,39,Knox,0,083,62657,824.00,862.00,1078.00,1408.00,1427.00
TN,47,Knox,1,093,481406,1177.00,1184.00,1471.00,1864.00,2172.00
TX,48,Knox,0,275,3333,756.00,778.00,973.00,1266.00,1432.00
AK,02,Kodiak Island Borough,0,150,13065,1431.00,1581.00,2075.00,2488.00,2747.00
MN,27,Koochiching,0,071,12072,671.00,742.00,973.00,1243.00,1415.00
ID,16,Kootenai,1,055,173396,1103.00,1302.00,1547.00,2152.00,2595.00
IN,18,Kosciusko,0,085,80442,875.00,881.00,1142.00,1385.00,1560.00
IA,19,Kossuth,0,109,14718,682.00,700.00,919.00,1102.00,1217.00
AK,02,Kusilvak Census Area,0,158,8372,698.00,767.00,973.00,1353.00,1602.00
WI,55,La Crosse,1,063,120216,804.00,889.00,1166.00,1515.00,1903.00
AZ,04,La Paz,0,012,16681,873.00,879.00,1153.00,1604.00,1934.00
CO,08,La Plata,0,067,55983,1181.00,1211.00,1589.00,1942.00,2288.00
IL,17,La Salle,0,099,109495,772.00,822.00,1079.00,1441.00,1701.00
TX,48,La Salle,0,283,6965,789.00,811.00,1015.00,1321.00,1493.00
LA,22,La Salle Parish,0,059,14764,614.00,660.00,851.00,1073.00,1428.00
KS,20,Labette,0,099,20096,605.00,668.00,877.00,1052.00,1209.00
MN,27,Lac qui Parle,0,073,6736,671.00,833.00,973.00,1353.00,1415.00
PA,42,Lackawanna,1,069,215672,863.00,1028.00,1252.00,1631.00,1766.00
MO,29,Laclede,0,105,36060,671.00,688.00,903.00,1182.00,1482.00
AR,05,Lafayette,0,073,6277,630.00,671.00,880.00,1055.00,1240.00
FL,12,Lafayette,0,067,8107,1152.00,1181.00,1323.00,1586.00,1752.00
MS,28,Lafayette,0,071,56172,1047.00,1053.00,1243.00,1539.00,1646.00
MO,29,Lafayette,1,107,32858,1095.00,1197.00,1358.00,1769.00,2103.00
WI,55,Lafayette,0,065,16716,691.00,819.00,973.00,1353.00,1466.00
LA,22,Lafayette Parish,1,055,243175,779.00,898.00,1019.00,1301.00,1581.00
LA,22,Lafourche Parish,1,057,97220,760.00,904.00,1102.00,1330.00,1459.00
IN,18,LaGrange,0,087,40364,740.00,745.00,977.00,1171.00,1294.00
PR,72,Lajas Municipio,1,079,23202,407.00,410.00,530.00,659.00,702.00
AK,02,Lake and Peninsula Borough,0,164,999,739.00,894.00,1030.00,1391.00,1596.00
CA,06,Lake,0,033,68024,1173.00,1181.00,1549.00,2154.00,2599.00
CO,08,Lake,0,065,7403,1017.00,1024.00,1343.00,1714.00,2106.00
FL,12,Lake,1,069,386829,1650.00,1731.00,1972.00,2476.00,2924.00
IL,17,Lake,1,097,713159,1480.00,1581.00,1781.00,2294.00,2653.00
IN,18,Lake,1,089,497682,959.00,1082.00,1317.00,1612.00,1744.00
MI,26,Lake,0,085,12285,704.00,758.00,994.00,1367.00,1660.00
MN,27,Lake,0,075,10915,880.00,973.00,1277.00,1531.00,1869.00
MT,30,Lake,0,047,31509,1097.00,1104.00,1444.00,1865.00,1990.00
OH,39,Lake,1,085,232236,933.00,1058.00,1279.00,1646.00,1760.00
OR,41,Lake,0,037,8201,793.00,929.00,1150.00,1599.00,1929.00
SD,46,Lake,0,079,11207,669.00,739.00,970.00,1163.00,1627.00
TN,47,Lake,0,095,6898,700.00,705.00,925.00,1174.00,1289.00
MN,27,Lake of the Woods,0,077,3786,699.00,773.00,1014.00,1216.00,1474.00
AL,01,Lamar,0,075,13885,618.00,636.00,776.00,1024.00,1040.00
GA,13,Lamar,0,171,18676,754.00,759.00,973.00,1353.00,1476.00
MS,28,Lamar,1,073,64425,766.00,888.00,1047.00,1348.00,1386.00
TX,48,Lamar,0,277,50149,756.00,785.00,973.00,1294.00,1329.00
TX,48,Lamb,0,279,13024,737.00,742.00,973.00,1313.00,1632.00
VT,50,Lamoille,0,015,439,986.00,1066.00,1345.00,1861.00,1868.00
ND,38,LaMoure,0,045,4135,700.00,704.00,873.00,1214.00,1464.00
TX,48,Lampasas,1,281,21829,808.00,813.00,1067.00,1475.00,1790.00
NE,31,Lancaster,1,109,322063,855.00,926.00,1141.00,1587.00,1712.00
PA,42,Lancaster,1,071,553202,1102.00,1220.00,1526.00,1980.00,2020.00
SC,45,Lancaster,1,057,97611,881.00,922.00,1011.00,1382.00,1696.00
VA,51,Lancaster,0,103,10866,857.00,862.00,1052.00,1463.00,1765.00
NV,32,Lander,0,015,5728,936.00,942.00,1236.00,1570.00,2073.00
KS,20,Lane,0,101,1528,725.00,754.00,989.00,1277.00,1439.00
OR,41,Lane,1,039,382218,1223.00,1286.00,1688.00,2348.00,2832.00
WI,55,Langlade,0,067,19512,691.00,742.00,973.00,1167.00,1288.00
GA,13,Lanier,1,173,9964,915.00,921.00,1192.00,1583.00,1915.00
MI,26,Lapeer,1,087,88687,1009.00,1122.00,1411.00,1724.00,1868.00
IN,18,LaPorte,1,091,112215,874.00,953.00,1152.00,1454.00,1680.00
WY,56,Laramie,1,021,100316,809.00,917.00,1174.00,1633.00,1969.00
PR,72,Lares Municipio,0,081,27990,439.00,441.00,504.00,661.00,717.00
CO,08,Larimer,1,069,359363,1509.00,1537.00,1732.00,2385.00,2540.00
KY,21,Larue,1,123,14902,841.00,846.00,1056.00,1469.00,1771.00
CO,08,Las Animas,0,071,14422,796.00,880.00,1155.00,1425.00,1529.00
PR,72,Las Marías Municipio,0,083,8826,449.00,467.00,516.00,661.00,762.00
PR,72,Las Piedras Municipio,1,085,35099,559.00,572.00,663.00,868.00,1046.00
CA,06,Lassen,0,035,31873,882.00,1016.00,1279.00,1779.00,2146.00
ID,16,Latah,0,057,39872,807.00,863.00,1011.00,1406.00,1696.00
OK,40,Latimer,0,077,9537,705.00,714.00,937.00,1165.00,1429.00
AL,01,Lauderdale,1,077,94329,698.00,775.00,1000.00,1242.00,1409.00
MS,28,Lauderdale,0,075,72741,781.00,812.00,906.00,1204.00,1265.00
TN,47,Lauderdale,0,097,25171,706.00,710.00,925.00,1239.00,1474.00
KY,21,Laurel,0,125,62442,607.00,676.00,881.00,1068.00,1213.00
GA,13,Laurens,0,175,49407,671.00,742.00,973.00,1284.00,1614.00
SC,45,Laurens,1,059,67456,863.00,869.00,1133.00,1358.00,1625.00
TX,48,Lavaca,0,285,20379,820.00,886.00,1055.00,1265.00,1770.00
AL,01,Lawrence,1,079,33116,755.00,776.00,961.00,1262.00,1550.00
AR,05,Lawrence,0,075,16258,630.00,671.00,880.00,1089.00,1375.00
IL,17,Lawrence,0,101,15302,652.00,721.00,946.00,1136.00,1253.00
IN,18,Lawrence,0,093,45113,685.00,729.00,956.00,1146.00,1447.00
KY,21,Lawrence,1,127,16228,715.00,720.00,926.00,1110.00,1341.00
MS,28,Lawrence,0,077,11933,653.00,657.00,863.00,1068.00,1148.00
MO,29,Lawrence,0,109,38231,660.00,677.00,888.00,1169.00,1337.00
OH,39,Lawrence,1,087,57994,848.00,853.00,973.00,1249.00,1410.00
PA,42,Lawrence,1,073,85907,705.00,780.00,1023.00,1423.00,1610.00
SD,46,Lawrence,0,081,26047,721.00,797.00,1046.00,1455.00,1755.00
TN,47,Lawrence,0,099,44377,711.00,716.00,939.00,1126.00,1243.00
OK,40,Le Flore,0,079,48525,656.00,741.00,937.00,1300.00,1359.00
MN,27,Le Sueur,1,079,28795,816.00,822.00,1078.00,1499.00,1748.00
NM,35,Lea,0,025,73103,1062.00,1068.00,1324.00,1641.00,1829.00
MS,28,Leake,0,079,21335,803.00,808.00,955.00,1145.00,1264.00
KS,20,Leavenworth,1,103,82050,1095.00,1197.00,1358.00,1769.00,2103.00
PA,42,Lebanon,1,075,143258,1035.00,1112.00,1411.00,1797.00,1959.00
AL,01,Lee,1,081,175126,847.00,1077.00,1181.00,1494.00,1699.00
AR,05,Lee,0,077,8666,630.00,671.00,880.00,1224.00,1240.00
FL,12,Lee,1,071,772902,1629.00,1638.00,1961.00,2560.00,2836.00
GA,13,Lee,1,177,32968,966.00,1006.00,1129.00,1534.00,1858.00
IL,17,Lee,0,103,34221,632.00,810.00,916.00,1274.00,1395.00
IA,19,Lee,0,111,33442,663.00,733.00,962.00,1270.00,1330.00
KY,21,Lee,0,129,7338,671.00,740.00,939.00,1126.00,1311.00
MS,28,Lee,0,081,83343,847.00,852.00,994.00,1257.00,1316.00
NC,37,Lee,0,105,63560,874.00,880.00,1136.00,1362.00,1715.00
SC,45,Lee,0,061,16557,678.00,687.00,902.00,1111.00,1194.00
TX,48,Lee,0,287,17543,887.00,912.00,1141.00,1430.00,1540.00
VA,51,Lee,0,105,22287,693.00,697.00,914.00,1226.00,1429.00
MI,26,Leelanau,1,089,22426,1106.00,1366.00,1497.00,1795.00,1982.00
MS,28,Leflore,0,083,27920,638.00,642.00,842.00,1055.00,1115.00
PA,42,Lehigh,1,077,374110,1130.00,1341.00,1634.00,2087.00,2195.00
ID,16,Lemhi,0,059,8043,864.00,883.00,992.00,1380.00,1664.00
MI,26,Lenawee,0,091,99263,804.00,889.00,1166.00,1491.00,1622.00
NC,37,Lenoir,0,107,55071,727.00,732.00,925.00,1241.00,1441.00
FL,12,Leon,1,073,294128,1097.00,1204.00,1352.00,1674.00,1790.00
TX,48,Leon,0,289,15928,773.00,778.00,973.00,1283.00,1288.00
KY,21,Leslie,0,131,10468,619.00,790.00,866.00,1204.00,1209.00
KY,21,Letcher,0,133,21490,619.00,759.00,866.00,1166.00,1316.00
FL,12,Levy,1,075,43268,735.00,831.00,974.00,1238.00,1290.00
MT,30,Lewis and Clark,1,049,71487,1136.00,1319.00,1647.00,2250.00,2496.00
ID,16,Lewis,0,061,3630,737.00,742.00,973.00,1353.00,1632.00
KY,21,Lewis,0,135,13063,619.00,660.00,866.00,1136.00,1209.00
MO,29,Lewis,0,111,9987,612.00,677.00,888.00,1171.00,1176.00
NY,36,Lewis,0,049,26690,758.00,839.00,1008.00,1402.00,1646.00
TN,47,Lewis,0,101,12637,724.00,844.00,925.00,1286.00,1552.00
WA,53,Lewis,0,041,82663,882.00,975.00,1279.00,1688.00,1832.00
WV,54,Lewis,0,041,16920,667.00,754.00,869.00,1146.00,1151.00
VA,51,Lexington city,0,678,7346,870.00,917.00,1005.00,1398.00,1686.00
SC,45,Lexington,1,063,295934,1032.00,1164.00,1276.00,1623.00,1911.00
FL,12,Liberty,0,077,7704,943.00,966.00,1083.00,1488.00,1817.00
GA,13,Liberty,1,179,65550,1225.00,1283.00,1406.00,1868.00,2359.00
MT,30,Liberty,0,051,1993,775.00,807.00,1034.00,1438.00,1672.00
TX,48,Liberty,1,291,93523,1280.00,1323.00,1573.00,2116.00,2639.00
OH,39,Licking,1,089,178844,1111.00,1194.00,1430.00,1715.00,1927.00
AL,01,Limestone,1,083,104199,1030.00,1136.00,1310.00,1690.00,2109.00
TX,48,Limestone,0,293,22222,737.00,742.00,973.00,1231.00,1432.00
AR,05,Lincoln,0,079,13016,630.00,671.00,880.00,1224.00,1240.00
CO,08,Lincoln,0,073,5583,769.00,774.00,1016.00,1413.00,1593.00
GA,13,Lincoln,1,181,7726,743.00,758.00,995.00,1305.00,1317.00
ID,16,Lincoln,0,063,5203,848.00,888.00,973.00,1353.00,1632.00
KS,20,Lincoln,0,105,2929,643.00,668.00,877.00,1073.00,1276.00
KY,21,Lincoln,0,137,24320,619.00,753.00,866.00,1038.00,1147.00
ME,23,Lincoln,0,015,3812,1222.00,1280.00,1403.00,1936.00,1943.00
MN,27,Lincoln,0,081,5630,671.00,742.00,973.00,1283.00,1288.00
MS,28,Lincoln,0,085,34855,645.00,649.00,852.00,1126.00,1129.00
MO,29,Lincoln,1,113,60172,955.00,995.00,1218.00,1568.00,1812.00
MT,30,Lincoln,0,053,20157,919.00,1067.00,1170.00,1627.00,1892.00
NE,31,Lincoln,0,111,34532,796.00,802.00,1052.00,1261.00,1520.00
NV,32,Lincoln,0,017,4507,838.00,948.00,1095.00,1523.00,1837.00
NM,35,Lincoln,0,027,20222,815.00,820.00,999.00,1305.00,1611.00
NC,37,Lincoln,1,109,87933,917.00,953.00,1054.00,1461.00,1728.00
OK,40,Lincoln,1,081,33734,809.00,814.00,937.00,1257.00,1426.00
OR,41,Lincoln,0,041,50334,1121.00,1128.00,1480.00,2043.00,2483.00
SD,46,Lincoln,1,083,65801,865.00,986.00,1156.00,1586.00,1939.00
TN,47,Lincoln,0,103,35365,724.00,844.00,925.00,1286.00,1289.00
WA,53,Lincoln,0,043,11036,716.00,778.00,1021.00,1420.00,1713.00
WV,54,Lincoln,0,043,20410,667.00,714.00,869.00,1042.00,1177.00
WI,55,Lincoln,0,069,28402,741.00,747.00,973.00,1353.00,1417.00
WY,56,Lincoln,0,023,19794,729.00,734.00,963.00,1339.00,1615.00
LA,22,Lincoln Parish,0,061,48323,649.00,695.00,881.00,1156.00,1440.00
IA,19,Linn,1,113,229308,738.00,816.00,1071.00,1490.00,1797.00
KS,20,Linn,1,107,9696,1095.00,1197.00,1358.00,1769.00,2103.00
MO,29,Linn,0,115,11892,660.00,677.00,888.00,1065.00,1176.00
OR,41,Linn,1,043,128598,1169.00,1396.00,1695.00,2294.00,2662.00
TX,48,Lipscomb,0,295,3038,756.00,778.00,973.00,1270.00,1432.00
AR,05,Little River,1,081,12024,666.00,671.00,880.00,1166.00,1170.00
TX,48,Live Oak,0,297,11374,782.00,787.00,1033.00,1314.00,1547.00
IL,17,Livingston,0,105,35771,702.00,776.00,1018.00,1267.00,1348.00
KY,21,Livingston,1,139,8980,865.00,960.00,1158.00,1388.00,1771.00
MI,26,Livingston,1,093,194302,1005.00,1264.00,1457.00,2026.00,2285.00
MO,29,Livingston,0,117,14402,660.00,677.00,888.00,1147.00,1331.00
NY,36,Livingston,1,051,61980,1116.00,1256.00,1573.00,1895.00,2083.00
LA,22,Livingston Parish,1,063,143425,1032.00,1064.00,1204.00,1511.00,1943.00
TX,48,Llano,0,299,21637,839.00,845.00,1097.00,1526.00,1665.00
AR,05,Logan,0,083,21247,607.00,803.00,880.00,1224.00,1362.00
CO,08,Logan,0,075,21302,769.00,839.00,1101.00,1452.00,1458.00
IL,17,Logan,0,107,28027,681.00,782.00,988.00,1221.00,1308.00
KS,20,Logan,0,109,2752,668.00,832.00,912.00,1093.00,1208.00
KY,21,Logan,0,141,27498,632.00,660.00,866.00,1178.00,1311.00
NE,31,Logan,0,113,839,666.00,732.00,961.00,1152.00,1284.00
ND,38,Logan,0,047,1849,810.00,815.00,1014.00,1410.00,1701.00
OH,39,Logan,0,091,46098,777.00,783.00,1027.00,1251.00,1360.00
OK,40,Logan,1,083,49919,939.00,1017.00,1244.00,1675.00,1857.00
WV,54,Logan,0,045,32350,667.00,793.00,869.00,1209.00,1458.00
PR,72,Loíza Municipio,1,087,23580,559.00,572.00,663.00,868.00,1046.00
GA,13,Long,1,183,16804,987.00,1034.00,1133.00,1409.00,1901.00
AR,05,Lonoke,1,085,74292,984.00,989.00,1147.00,1540.00,1822.00
OH,39,Lorain,1,093,313101,933.00,1058.00,1279.00,1646.00,1760.00
NM,35,Los Alamos,0,028,19253,1200.00,1326.00,1740.00,2086.00,2843.00
CA,06,Los Angeles,1,037,9936690,2079.00,2328.00,2903.00,3681.00,4098.00
TN,47,Loudon,1,105,55507,1177.00,1184.00,1471.00,1864.00,2172.00
VA,51,Loudoun,1,107,420773,1953.00,2015.00,2246.00,2835.00,3332.00
IA,19,Louisa,0,115,10823,682.00,700.00,919.00,1124.00,1223.00
VA,51,Louisa,0,109,38106,1080.00,1138.00,1247.00,1734.00,1950.00
NE,31,Loup,0,115,629,666.00,732.00,961.00,1279.00,1284.00
OK,40,Love,0,085,10158,732.00,880.00,1062.00,1273.00,1522.00
TX,48,Loving,0,301,96,789.00,811.00,1015.00,1321.00,1493.00
CT,09,Lower Connecticut River Valley Planning Region,1,130,3786,1286.00,1477.00,1865.00,2236.00,2537.00
AL,01,Lowndes,1,085,10153,860.00,870.00,1016.00,1304.00,1537.00
GA,13,Lowndes,1,185,118257,915.00,921.00,1192.00,1583.00,1915.00
MS,28,Lowndes,0,087,58547,738.00,743.00,872.00,1195.00,1263.00
TX,48,Lubbock,1,303,311509,818.00,990.00,1175.00,1634.00,1940.00
IA,19,Lucas,0,117,8666,724.00,743.00,975.00,1250.00,1302.00
OH,39,Lucas,1,095,430014,769.00,820.00,1076.00,1380.00,1454.00
MI,26,Luce,0,095,5442,699.00,753.00,988.00,1185.00,1353.00
GA,13,Lumpkin,1,187,33405,1085.00,1136.00,1245.00,1577.00,2089.00
NM,35,Luna,0,029,25393,671.00,783.00,973.00,1280.00,1528.00
VA,51,Lunenburg,0,111,11988,692.00,697.00,914.00,1127.00,1254.00
PR,72,Luquillo Municipio,1,089,17716,487.00,490.00,600.00,736.00,799.00
PA,42,Luzerne,1,079,325396,863.00,1028.00,1252.00,1631.00,1766.00
PA,42,Lycoming,1,081,114022,824.00,995.00,1195.00,1586.00,1737.00
SD,46,Lyman,0,085,3719,648.00,716.00,940.00,1127.00,1455.00
VA,51,Lynchburg city,1,680,79166,1027.00,1033.00,1187.00,1635.00,1750.00
TX,48,Lynn,1,305,5619,705.00,767.00,1007.00,1207.00,1465.00
IA,19,Lyon,0,119,12023,682.00,700.00,919.00,1102.00,1217.00
KS,20,Lyon,0,111,32182,624.00,668.00,877.00,1142.00,1381.00
KY,21,Lyon,0,143,8721,619.00,660.00,866.00,1204.00,1453.00
MN,27,Lyon,0,083,25352,678.00,834.00,973.00,1353.00,1632.00
NV,32,Lyon,1,019,59435,1070.00,1076.00,1272.00,1769.00,2134.00
MI,26,Mackinac,0,097,10843,775.00,780.00,1023.00,1227.00,1451.00
MI,26,Macomb,1,099,878453,1009.00,1122.00,1411.00,1724.00,1868.00
AL,01,Macon,1,087,19198,720.00,758.00,995.00,1222.00,1501.00
GA,13,Macon,0,193,12099,737.00,742.00,973.00,1167.00,1632.00
IL,17,Macon,1,115,103542,840.00,845.00,1063.00,1378.00,1706.00
MO,29,Macon,0,121,15173,645.00,713.00,936.00,1212.00,1324.00
NC,37,Macon,0,113,37088,681.00,830.00,987.00,1183.00,1325.00
TN,47,Macon,1,111,25365,847.00,887.00,972.00,1290.00,1504.00
IL,17,Macoupin,1,117,44907,694.00,698.00,916.00,1145.00,1423.00
CA,06,Madera,1,039,157243,1055.00,1062.00,1376.00,1914.00,2275.00
AL,01,Madison,1,089,389781,1030.00,1136.00,1310.00,1690.00,2109.00
AR,05,Madison,1,087,16737,1007.00,1115.00,1347.00,1873.00,2213.00
FL,12,Madison,0,079,17986,873.00,969.00,1086.00,1400.00,1543.00
GA,13,Madison,1,195,30378,1159.00,1183.00,1331.00,1734.00,1831.00
ID,16,Madison,0,065,52487,963.00,1008.00,1105.00,1537.00,1797.00
IL,17,Madison,1,119,265512,955.00,995.00,1218.00,1568.00,1812.00
IN,18,Madison,1,095,130545,898.00,919.00,1206.00,1594.00,1597.00
IA,19,Madison,1,121,16609,1063.00,1109.00,1318.00,1794.00,1841.00
KY,21,Madison,0,151,92955,666.00,785.00,904.00,1257.00,1416.00
MS,28,Madison,1,089,109257,1091.00,1097.00,1288.00,1544.00,1705.00
MO,29,Madison,0,123,12649,695.00,713.00,935.00,1133.00,1390.00
MT,30,Madison,0,057,8742,1154.00,1202.00,1540.00,2073.00,2583.00
NE,31,Madison,0,119,35538,684.00,758.00,992.00,1285.00,1524.00
NY,36,Madison,1,053,68020,995.00,1123.00,1392.00,1691.00,1848.00
NC,37,Madison,1,115,21414,1436.00,1674.00,1835.00,2231.00,3078.00
OH,39,Madison,1,097,43961,1111.00,1194.00,1430.00,1715.00,1927.00
TN,47,Madison,1,113,98644,869.00,960.00,1260.00,1677.00,1758.00
TX,48,Madison,0,313,13556,737.00,742.00,973.00,1353.00,1432.00
VA,51,Madison,0,113,13828,923.00,971.00,1066.00,1483.00,1667.00
LA,22,Madison Parish,0,065,10028,616.00,638.00,834.00,1100.00,1399.00
KY,21,Magoffin,0,153,11647,619.00,790.00,866.00,1038.00,1209.00
IA,19,Mahaska,0,123,22059,717.00,722.00,947.00,1135.00,1254.00
MN,27,Mahnomen,0,087,5389,671.00,742.00,973.00,1217.00,1488.00
OH,39,Mahoning,1,099,227979,735.00,771.00,973.00,1270.00,1345.00
OK,40,Major,0,093,7678,705.00,714.00,937.00,1123.00,1343.00
OR,41,Malheur,0,045,31538,772.00,942.00,1081.00,1503.00,1813.00
VA,51,Manassas city,1,683,42620,1953.00,2015.00,2246.00,2835.00,3332.00
VA,51,Manassas Park city,1,685,17123,1953.00,2015.00,2246.00,2835.00,3332.00
FL,12,Manatee,1,081,405069,1418.00,1686.00,1958.00,2537.00,3027.00
PR,72,Manatí Municipio,1,091,39310,559.00,572.00,663.00,868.00,1046.00
MI,26,Manistee,0,101,25058,742.00,799.00,1048.00,1332.00,1388.00
WI,55,Manitowoc,0,071,81242,737.00,742.00,973.00,1167.00,1288.00
WI,55,Marathon,1,073,137820,791.00,889.00,1147.00,1511.00,1519.00
AL,01,Marengo,0,091,19180,582.00,693.00,783.00,1018.00,1187.00
PR,72,Maricao Municipio,0,093,5354,414.00,433.00,475.00,661.00,717.00
AZ,04,Maricopa,1,013,4430871,1457.00,1583.00,1839.00,2452.00,2720.00
MO,29,Maries,0,125,8454,660.00,790.00,888.00,1202.00,1320.00
CA,06,Marin,1,041,260485,2485.00,2977.00,3604.00,4604.00,4772.00
WI,55,Marinette,0,075,41827,741.00,745.00,973.00,1167.00,1457.00
AL,01,Marion,0,093,29203,535.00,591.00,776.00,1039.00,1302.00
AR,05,Marion,0,089,16905,650.00,692.00,908.00,1132.00,1280.00
FL,12,Marion,1,083,378225,1126.00,1172.00,1373.00,1772.00,1905.00
GA,13,Marion,1,197,7508,895.00,939.00,1088.00,1445.00,1703.00
IL,17,Marion,0,121,37543,662.00,769.00,916.00,1190.00,1537.00
IN,18,Marion,1,097,971737,1118.00,1267.00,1473.00,1907.00,2338.00
IA,19,Marion,0,125,33487,701.00,808.00,1016.00,1218.00,1356.00
KS,20,Marion,0,115,11867,643.00,688.00,877.00,1157.00,1161.00
KY,21,Marion,0,155,19627,619.00,660.00,866.00,1093.00,1300.00
MS,28,Marion,0,091,24362,651.00,655.00,860.00,1031.00,1366.00
MO,29,Marion,0,127,28525,707.00,729.00,952.00,1256.00,1260.00
OH,39,Marion,0,101,65366,806.00,811.00,1064.00,1276.00,1409.00
OR,41,Marion,1,047,345815,1181.00,1201.00,1560.00,2159.00,2338.00
SC,45,Marion,0,067,29212,678.00,823.00,902.00,1197.00,1424.00
TN,47,Marion,1,115,28852,1211.00,1263.00,1390.00,1734.00,1853.00
TX,48,Marion,0,315,9668,756.00,778.00,973.00,1238.00,1432.00
WV,54,Marion,0,049,56194,742.00,838.00,1007.00,1235.00,1624.00
CA,06,Mariposa,0,043,17130,1016.00,1148.00,1454.00,2022.00,2439.00
SC,45,Marlboro,0,069,26585,685.00,687.00,902.00,1082.00,1482.00
MI,26,Marquette,0,103,66376,784.00,973.00,1137.00,1363.00,1665.00
WI,55,Marquette,0,077,15619,691.00,772.00,973.00,1247.00,1385.00
AL,01,Marshall,0,095,97923,588.00,591.00,776.00,1069.00,1073.00
IL,17,Marshall,1,123,11740,758.00,818.00,1039.00,1346.00,1449.00
IN,18,Marshall,0,099,46208,722.00,824.00,1008.00,1225.00,1335.00
IA,19,Marshall,0,127,40049,712.00,731.00,959.00,1265.00,1270.00
KS,20,Marshall,0,117,10014,643.00,668.00,877.00,1164.00,1471.00
KY,21,Marshall,0,157,31706,632.00,772.00,884.00,1191.00,1269.00
MN,27,Marshall,0,089,9017,671.00,742.00,973.00,1182.00,1632.00
MS,28,Marshall,1,093,33980,840.00,846.00,1110.00,1331.00,1835.00
OK,40,Marshall,0,095,15494,767.00,772.00,937.00,1219.00,1241.00
SD,46,Marshall,0,091,4363,641.00,708.00,929.00,1281.00,1438.00
TN,47,Marshall,0,117,34567,788.00,793.00,1041.00,1373.00,1378.00
WV,54,Marshall,1,051,30509,683.00,816.00,991.00,1277.00,1413.00
FL,12,Martin,1,085,159399,1455.00,1467.00,1757.00,2421.00,2579.00
IN,18,Martin,0,101,9863,685.00,729.00,956.00,1146.00,1287.00
KY,21,Martin,0,159,11298,619.00,683.00,866.00,1081.00,1209.00
MN,27,Martin,0,091,19960,671.00,803.00,973.00,1283.00,1288.00
NC,37,Martin,0,117,21992,700.00,705.00,925.00,1220.00,1225.00
TX,48,Martin,1,317,5228,1422.00,1441.00,1772.00,2215.00,2722.00
VA,51,Martinsville city,0,690,13539,749.00,753.00,914.00,1096.00,1282.00
IL,17,Mason,0,125,13074,632.00,698.00,916.00,1274.00,1537.00
KY,21,Mason,0,161,17068,629.00,764.00,913.00,1111.00,1274.00
MI,26,Mason,0,105,29178,726.00,816.00,1026.00,1366.00,1374.00
TX,48,Mason,0,319,3959,796.00,819.00,1024.00,1333.00,1507.00
WA,53,Mason,0,045,66053,1030.00,1032.00,1354.00,1883.00,2097.00
WV,54,Mason,0,053,25488,667.00,793.00,869.00,1081.00,1151.00
IL,17,Massac,1,127,14135,784.00,789.00,969.00,1348.00,1415.00
TX,48,Matagorda,0,321,36251,912.00,960.00,1173.00,1498.00,1911.00
AK,02,Matanuska-Susitna Borough,1,170,108661,1015.00,1049.00,1376.00,1914.00,2308.00
VA,51,Mathews,1,115,8537,1492.00,1512.00,1713.00,2376.00,2797.00
HI,15,Maui,1,009,164765,1896.00,2000.00,2624.00,3398.00,4236.00
PR,72,Maunabo Municipio,1,095,10563,559.00,572.00,663.00,868.00,1046.00
TN,47,Maury,1,119,102002,1131.00,1138.00,1349.00,1701.00,1912.00
TX,48,Maverick,1,323,57806,814.00,888.00,973.00,1337.00,1499.00
PR,72,Mayagüez Municipio,1,097,72721,467.00,489.00,536.00,689.00,819.00
OK,40,Mayes,0,097,39324,731.00,736.00,937.00,1233.00,1409.00
OK,40,McClain,1,087,42393,939.00,1017.00,1244.00,1675.00,1857.00
MT,30,McCone,0,055,1746,1160.00,1208.00,1548.00,2139.00,2503.00
SD,46,McCook,1,087,5714,865.00,986.00,1156.00,1586.00,1939.00
SC,45,McCormick,0,065,9612,719.00,729.00,956.00,1251.00,1320.00
KY,21,McCracken,1,145,67573,729.00,851.00,1058.00,1269.00,1775.00
KY,21,McCreary,0,147,16892,619.00,790.00,866.00,1069.00,1209.00
TX,48,McCulloch,0,307,7638,812.00,863.00,1045.00,1360.00,1538.00
OK,40,McCurtain,0,089,31003,646.00,747.00,937.00,1256.00,1448.00
MO,29,McDonald,0,119,23381,672.00,677.00,888.00,1235.00,1490.00
IL,17,McDonough,0,109,27370,656.00,728.00,951.00,1231.00,1512.00
NC,37,McDowell,0,111,44629,782.00,790.00,925.00,1180.00,1225.00
WV,54,McDowell,0,047,18911,658.00,662.00,869.00,1146.00,1151.00
GA,13,McDuffie,1,189,21715,939.00,1114.00,1261.00,1627.00,1984.00
IL,17,McHenry,1,111,311133,1480.00,1581.00,1781.00,2294.00,2653.00
ND,38,McHenry,1,049,5326,725.00,839.00,1000.00,1387.00,1678.00
GA,13,McIntosh,1,191,11183,1035.00,1105.00,1293.00,1550.00,1906.00
ND,38,McIntosh,0,051,2529,760.00,787.00,873.00,1194.00,1464.00
OK,40,McIntosh,0,091,19159,646.00,759.00,937.00,1303.00,1343.00
