state,state_abbr,state_fips,county_code,msa_code,county_name,adult_1_children_0,adult_1_children_1,adult_1_children_2,adult_1_children_3,adults_2_children_0,adults_2_children_1,adults_2_children_3
Indiana,IN,18,145,1800003,Shelby,3879,5690,8526,11347,7112,8826,11353
Indiana,IN,18,147,26900,Spencer,3914,5742,8603,11450,7176,8906,11455
Indiana,IN,18,149,1800003,Starke,3926,5759,8629,11484,7197,8932,11489
Indiana,IN,18,151,1800001,Steuben,3926,5759,8629,11484,7197,8932,11489
Indiana,IN,18,141,1800001,Saint Joseph,4078,5982,8963,11928,7476,9278,11934
Indiana,IN,18,153,45460,Sullivan,3879,5690,8526,11347,7112,8826,11353
Indiana,IN,18,155,1800003,Switzerland,3867,5673,8500,11313,7090,8799,11318
Indiana,IN,18,157,29200,Tippecanoe,4008,5879,8808,11723,7347,9118,11729
Indiana,IN,18,159,26900,Tipton,3821,5605,8398,11177,7005,8693,11182
Indiana,IN,18,161,1800002,Union,3610,5296,7935,10561,6619,8214,10566
Indiana,IN,18,163,21780,Vanderburgh,3937,5776,8654,11518,7219,8959,11523
Indiana,IN,18,165,45460,Vermillion,3786,5553,8321,11074,6940,8613,11079
Indiana,IN,18,167,45460,Vigo,3786,5553,8321,11074,6940,8613,11079
Indiana,IN,18,169,1800001,Wabash,3704,5433,8141,10835,6790,8427,10840
Indiana,IN,18,171,29200,Warren,3949,5793,8680,11553,7240,8985,11558
Indiana,IN,18,173,21780,Warrick,3914,5742,8603,11450,7176,8906,11455
Indiana,IN,18,175,31140,Washington,3505,5142,7704,10254,6426,7975,10258
Indiana,IN,18,177,1800002,Wayne,3856,5656,8475,11279,7069,8773,11284
Indiana,IN,18,179,23060,Wells,3692,5416,8115,10801,6769,8401,10805
Indiana,IN,18,181,1800001,White,3832,5622,8423,11211,7026,8720,11216
Indiana,IN,18,183,23060,Whitley,3844,5639,8449,11245,7047,8746,11250
Iowa,IA,19,001,1900003,Adair,4568,6702,10041,13364,8375,10394,13370
Iowa,IA,19,003,1900003,Adams,3996,5862,8783,11689,7326,9092,11694
Iowa,IA,19,005,1900001,Allamakee,4148,6085,9117,12134,7604,9437,12139
Iowa,IA,19,007,1900004,Appanoose,3867,5673,8500,11313,7090,8799,11318
Iowa,IA,19,009,1900003,Audubon,4124,6050,9065,12065,7561,9384,12071
Iowa,IA,19,011,16300,Benton,4381,6427,9630,12817,8033,9969,12823
Iowa,IA,19,013,47940,Black Hawk,4218,6187,9271,12339,7733,9597,12344
Iowa,IA,19,015,11180,Boone,4148,6085,9117,12134,7604,9437,12139
Iowa,IA,19,017,47940,Bremer,4241,6222,9322,12407,7776,9650,12413
Iowa,IA,19,019,1900001,Buchanan,3996,5862,8783,11689,7326,9092,11694
Iowa,IA,19,021,1900002,Buena Vista,3786,5553,8321,11074,6940,8613,11079
Iowa,IA,19,023,1900001,Butler,4241,6222,9322,12407,7776,9650,12413
Iowa,IA,19,025,1900002,Calhoun,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,027,1900003,Carroll,4124,6050,9065,12065,7561,9384,12071
Iowa,IA,19,029,1900003,Cass,4136,6067,9091,12099,7583,9411,12105
Iowa,IA,19,031,1900004,Cedar,4054,5948,8911,11860,7433,9225,11865
Iowa,IA,19,033,1900001,Cerro Gordo,4300,6307,9450,12578,7883,9783,12584
Iowa,IA,19,035,1900002,Cherokee,3786,5553,8321,11074,6940,8613,11079
Iowa,IA,19,037,1900001,Chickasaw,4241,6222,9322,12407,7776,9650,12413
Iowa,IA,19,039,1900003,Clarke,4311,6325,9476,12612,7904,9810,12618
Iowa,IA,19,041,1900002,Clay,3786,5553,8321,11074,6940,8613,11079
Iowa,IA,19,043,1900001,Clayton,4335,6359,9528,12680,7947,9863,12686
Iowa,IA,19,045,1900004,Clinton,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,047,1900003,Crawford,4124,6050,9065,12065,7561,9384,12071
Iowa,IA,19,049,19780,Dallas,4568,6702,10041,13364,8375,10394,13370
Iowa,IA,19,051,1900004,Davis,3867,5673,8500,11313,7090,8799,11318
Iowa,IA,19,053,1900003,Decatur,4311,6325,9476,12612,7904,9810,12618
Iowa,IA,19,055,1900001,Delaware,4008,5879,8808,11723,7347,9118,11729
Iowa,IA,19,057,1900004,Des Moines,4101,6016,9014,11997,7519,9331,12002
Iowa,IA,19,059,1900002,Dickinson,3774,5536,8295,11040,6919,8587,11045
Iowa,IA,19,061,20220,Dubuque,4335,6359,9528,12680,7947,9863,12686
Iowa,IA,19,063,1900002,Emmet,3774,5536,8295,11040,6919,8587,11045
Iowa,IA,19,065,1900001,Fayette,3996,5862,8783,11689,7326,9092,11694
Iowa,IA,19,067,1900001,Floyd,4300,6307,9450,12578,7883,9783,12584
Iowa,IA,19,069,1900001,Franklin,4300,6307,9450,12578,7883,9783,12584
Iowa,IA,19,071,1900003,Fremont,4790,7027,10529,14013,8782,10899,14020
Iowa,IA,19,073,1900003,Greene,4148,6085,9117,12134,7604,9437,12139
Iowa,IA,19,075,47940,Grundy,4218,6187,9271,12339,7733,9597,12344
Iowa,IA,19,077,19780,Guthrie,4568,6702,10041,13364,8375,10394,13370
Iowa,IA,19,079,1900002,Hamilton,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,081,1900002,Hancock,4300,6307,9450,12578,7883,9783,12584
Iowa,IA,19,083,1900001,Hardin,4008,5879,8808,11723,7347,9118,11729
Iowa,IA,19,085,36540,Harrison,4124,6050,9065,12065,7561,9384,12071
Iowa,IA,19,087,1900004,Henry,3973,5828,8731,11621,7283,9039,11626
Iowa,IA,19,089,1900001,Howard,4989,7319,10966,14594,9147,11351,14601
Iowa,IA,19,091,1900002,Humboldt,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,093,1900002,Ida,3786,5553,8321,11074,6940,8613,11079
Iowa,IA,19,095,1900004,Iowa,4381,6427,9630,12817,8033,9969,12823
Iowa,IA,19,097,1900004,Jackson,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,099,19780,Jasper,4148,6085,9117,12134,7604,9437,12139
Iowa,IA,19,101,1900004,Jefferson,3867,5673,8500,11313,7090,8799,11318
Iowa,IA,19,103,26980,Johnson,4510,6616,9913,13193,8268,10261,13199
Iowa,IA,19,105,16300,Jones,4008,5879,8808,11723,7347,9118,11729
Iowa,IA,19,107,1900004,Keokuk,4008,5879,8808,11723,7347,9118,11729
Iowa,IA,19,109,1900002,Kossuth,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,111,1900004,Lee,4054,5948,8911,11860,7433,9225,11865
Iowa,IA,19,113,16300,Linn,4323,6342,9502,12646,7926,9836,12652
Iowa,IA,19,115,1900004,Louisa,4054,5948,8911,11860,7433,9225,11865
Iowa,IA,19,117,1900003,Lucas,4089,5999,8988,11963,7497,9304,11968
Iowa,IA,19,119,1900002,Lyon,4019,5896,8834,11758,7369,9145,11763
Iowa,IA,19,121,19780,Madison,4568,6702,10041,13364,8375,10394,13370
Iowa,IA,19,123,1900004,Mahaska,4008,5879,8808,11723,7347,9118,11729
Iowa,IA,19,125,1900004,Marion,4089,5999,8988,11963,7497,9304,11968
Iowa,IA,19,127,1900004,Marshall,4008,5879,8808,11723,7347,9118,11729
Iowa,IA,19,129,36540,Mills,4136,6067,9091,12099,7583,9411,12105
Iowa,IA,19,131,1900001,Mitchell,4066,5965,8937,11894,7454,9251,11900
Iowa,IA,19,133,1900003,Monona,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,135,1900004,Monroe,3867,5673,8500,11313,7090,8799,11318
Iowa,IA,19,137,1900003,Montgomery,4136,6067,9091,12099,7583,9411,12105
Iowa,IA,19,139,1900004,Muscatine,4054,5948,8911,11860,7433,9225,11865
Iowa,IA,19,141,1900002,O'Brien,4019,5896,8834,11758,7369,9145,11763
Iowa,IA,19,143,1900002,Osceola,3774,5536,8295,11040,6919,8587,11045
Iowa,IA,19,145,1900003,Page,3996,5862,8783,11689,7326,9092,11694
Iowa,IA,19,147,1900002,Palo Alto,3786,5553,8321,11074,6940,8613,11079
Iowa,IA,19,149,1900002,Plymouth,3984,5845,8757,11655,7304,9065,11660
Iowa,IA,19,151,1900002,Pocahontas,3786,5553,8321,11074,6940,8613,11079
Iowa,IA,19,153,19780,Polk,4428,6496,9733,12954,8118,10075,12960
Iowa,IA,19,155,36540,Pottawattamie,4136,6067,9091,12099,7583,9411,12105
Iowa,IA,19,157,1900004,Poweshiek,4148,6085,9117,12134,7604,9437,12139
Iowa,IA,19,159,1900003,Ringgold,3996,5862,8783,11689,7326,9092,11694
Iowa,IA,19,161,1900002,Sac,3786,5553,8321,11074,6940,8613,11079
Iowa,IA,19,163,19340,Scott,4241,6222,9322,12407,7776,9650,12413
Iowa,IA,19,165,1900003,Shelby,4124,6050,9065,12065,7561,9384,12071
Iowa,IA,19,167,1900002,Sioux,4019,5896,8834,11758,7369,9145,11763
Iowa,IA,19,169,11180,Story,4381,6427,9630,12817,8033,9969,12823
Iowa,IA,19,171,1900004,Tama,4008,5879,8808,11723,7347,9118,11729
Iowa,IA,19,173,1900003,Taylor,3996,5862,8783,11689,7326,9092,11694
Iowa,IA,19,175,1900003,Union,4568,6702,10041,13364,8375,10394,13370
Iowa,IA,19,177,1900004,Van Buren,3973,5828,8731,11621,7283,9039,11626
Iowa,IA,19,179,1900004,Wapello,3867,5673,8500,11313,7090,8799,11318
Iowa,IA,19,181,19780,Warren,4311,6325,9476,12612,7904,9810,12618
Iowa,IA,19,183,26980,Washington,3984,5845,8757,11655,7304,9065,11660
Iowa,IA,19,185,1900003,Wayne,4089,5999,8988,11963,7497,9304,11968
Iowa,IA,19,187,1900002,Webster,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,189,1900002,Winnebago,4300,6307,9450,12578,7883,9783,12584
Iowa,IA,19,191,1900001,Winneshiek,4989,7319,10966,14594,9147,11351,14601
Iowa,IA,19,193,43580,Woodbury,4043,5930,8885,11826,7411,9198,11831
Iowa,IA,19,195,1900001,Worth,4300,6307,9450,12578,7883,9783,12584
Iowa,IA,19,197,1900002,Wright,4043,5930,8885,11826,7411,9198,11831
Kansas,KS,20,001,2000006,Allen,3973,5828,8731,11621,7283,9039,11626
Kansas,KS,20,003,2000006,Anderson,4148,6085,9117,12134,7604,9437,12139
Kansas,KS,20,005,2000006,Atchison,4148,6085,9117,12134,7604,9437,12139
Kansas,KS,20,007,2000006,Barber,3973,5828,8731,11621,7283,9039,11626
Kansas,KS,20,009,2000006,Barton,4008,5879,8808,11723,7347,9118,11729
Kansas,KS,20,011,2000006,Bourbon,3973,5828,8731,11621,7283,9039,11626
Kansas,KS,20,013,2000006,Brown,4148,6085,9117,12134,7604,9437,12139
Kansas,KS,20,015,48620,Butler,4241,6222,9322,12407,7776,9650,12413
Kansas,KS,20,017,2000006,Chase,4113,6033,9040,12031,7540,9358,12036
Kansas,KS,20,019,2000006,Chautauqua,4206,6170,9245,12304,7711,9570,12310
Kansas,KS,20,021,27900,Cherokee,4043,5930,8885,11826,7411,9198,11831
Kansas,KS,20,023,2000006,Cheyenne,4171,6119,9168,12202,7647,9491,12207
Kansas,KS,20,025,2000006,Clark,3879,5690,8526,11347,7112,8826,11353
Kansas,KS,20,027,2000006,Clay,4008,5879,8808,11723,7347,9118,11729
Kansas,KS,20,029,2000006,Cloud,4124,6050,9065,12065,7561,9384,12071
Kansas,KS,20,031,2000006,Coffey,4078,5982,8963,11928,7476,9278,11934
Kansas,KS,20,033,2000006,Comanche,3879,5690,8526,11347,7112,8826,11353
Kansas,KS,20,035,2000006,Cowley,3844,5639,8449,11245,7047,8746,11250
Kansas,KS,20,037,2000006,Crawford,3961,5810,8706,11587,7262,9012,11592
Kansas,KS,20,039,2000006,Decatur,3937,5776,8654,11518,7219,8959,11523
Kansas,KS,20,041,2000006,Dickinson,4019,5896,8834,11758,7369,9145,11763
Kansas,KS,20,043,41140,Doniphan,4183,6136,9194,12236,7669,9517,12242
Kansas,KS,20,045,29940,Douglas,4615,6770,10144,13501,8461,10501,13507
Kansas,KS,20,047,2000006,Edwards,3926,5759,8629,11484,7197,8932,11489
Kansas,KS,20,049,2000006,Elk,3926,5759,8629,11484,7197,8932,11489
Kansas,KS,20,051,2000006,Ellis,4195,6153,9219,12270,7690,9544,12276
Kansas,KS,20,053,2000006,Ellsworth,4124,6050,9065,12065,7561,9384,12071
Kansas,KS,20,055,2000006,Finney,3856,5656,8475,11279,7069,8773,11284
Kansas,KS,20,057,2000006,Ford,3926,5759,8629,11484,7197,8932,11489
Kansas,KS,20,059,2000006,Franklin,4171,6119,9168,12202,7647,9491,12207
Kansas,KS,20,061,31740,Geary,4019,5896,8834,11758,7369,9145,11763
Kansas,KS,20,063,2000006,Gove,4265,6256,9373,12475,7818,9703,12481
Kansas,KS,20,065,2000006,Graham,4218,6187,9271,12339,7733,9597,12344
Kansas,KS,20,067,2000006,Grant,3809,5588,8372,11142,6983,8666,11147
Kansas,KS,20,069,2000006,Gray,3926,5759,8629,11484,7197,8932,11489
Kansas,KS,20,071,2000006,Greeley,3844,5639,8449,11245,7047,8746,11250
Kansas,KS,20,073,2000006,Greenwood,4113,6033,9040,12031,7540,9358,12036
Kansas,KS,20,075,2000006,Hamilton,3867,5673,8500,11313,7090,8799,11318
Kansas,KS,20,077,2000006,Harper,3937,5776,8654,11518,7219,8959,11523
Kansas,KS,20,079,48620,Harvey,4159,6102,9142,12168,7626,9464,12173
Kansas,KS,20,081,2000006,Haskell,3856,5656,8475,11279,7069,8773,11284
Kansas,KS,20,083,2000006,Hodgeman,3926,5759,8629,11484,7197,8932,11489
Kansas,KS,20,085,45820,Jackson,4218,6187,9271,12339,7733,9597,12344
Kansas,KS,20,087,45820,Jefferson,4603,6753,10118,13467,8440,10474,13473
Kansas,KS,20,089,2000006,Jewell,4043,5930,8885,11826,7411,9198,11831
Kansas,KS,20,091,28140,Johnson,4802,7044,10555,14048,8804,10926,14054
Kansas,KS,20,093,2000006,Kearny,3809,5588,8372,11142,6983,8666,11147
Kansas,KS,20,095,2000006,Kingman,4113,6033,9040,12031,7540,9358,12036
Kansas,KS,20,097,2000006,Kiowa,3926,5759,8629,11484,7197,8932,11489
Kansas,KS,20,099,2000006,Labette,3937,5776,8654,11518,7219,8959,11523
Kansas,KS,20,101,2000006,Lane,3844,5639,8449,11245,7047,8746,11250
Kansas,KS,20,103,28140,Leavenworth,4311,6325,9476,12612,7904,9810,12618
Kansas,KS,20,105,2000006,Lincoln,4124,6050,9065,12065,7561,9384,12071
Kansas,KS,20,107,28140,Linn,4463,6547,9810,13056,8183,10155,13062
Kansas,KS,20,109,2000006,Logan,3867,5673,8500,11313,7090,8799,11318
Kansas,KS,20,111,2000006,Lyon,4113,6033,9040,12031,7540,9358,12036
Kansas,KS,20,115,2000006,Marion,4124,6050,9065,12065,7561,9384,12071
Kansas,KS,20,117,2000006,Marshall,4078,5982,8963,11928,7476,9278,11934
Kansas,KS,20,113,2000006,McPherson,4241,6222,9322,12407,7776,9650,12413
Kansas,KS,20,119,2000006,Meade,3879,5690,8526,11347,7112,8826,11353
Kansas,KS,20,121,28140,Miami,4487,6582,9861,13125,8225,10208,13131
Kansas,KS,20,123,2000006,Mitchell,4124,6050,9065,12065,7561,9384,12071
Kansas,KS,20,125,2000006,Montgomery,3891,5708,8552,11382,7133,8853,11387
Kansas,KS,20,127,2000006,Morris,4113,6033,9040,12031,7540,9358,12036
Kansas,KS,20,129,2000006,Morton,3809,5588,8372,11142,6983,8666,11147
Kansas,KS,20,131,2000006,Nemaha,4253,6239,9348,12441,7797,9677,12447
Kansas,KS,20,133,2000006,Neosho,3961,5810,8706,11587,7262,9012,11592
Kansas,KS,20,135,2000006,Ness,4183,6136,9194,12236,7669,9517,12242
Kansas,KS,20,137,2000006,Norton,3926,5759,8629,11484,7197,8932,11489
Kansas,KS,20,139,45820,Osage,4218,6187,9271,12339,7733,9597,12344
Kansas,KS,20,141,2000006,Osborne,4241,6222,9322,12407,7776,9650,12413
Kansas,KS,20,143,2000006,Ottawa,4124,6050,9065,12065,7561,9384,12071
Kansas,KS,20,145,2000006,Pawnee,4043,5930,8885,11826,7411,9198,11831
Kansas,KS,20,147,2000006,Phillips,4195,6153,9219,12270,7690,9544,12276
Kansas,KS,20,149,31740,Pottawatomie,4241,6222,9322,12407,7776,9650,12413
Kansas,KS,20,151,2000006,Pratt,4124,6050,9065,12065,7561,9384,12071
Kansas,KS,20,153,2000006,Rawlins,4230,6205,9296,12373,7754,9623,12378
Kansas,KS,20,155,2000006,Reno,4101,6016,9014,11997,7519,9331,12002
Kansas,KS,20,157,2000006,Republic,4136,6067,9091,12099,7583,9411,12105
Kansas,KS,20,159,2000006,Rice,4101,6016,9014,11997,7519,9331,12002
Kansas,KS,20,161,31740,Riley,4825,7079,10606,14116,8847,10979,14122
Kansas,KS,20,163,2000006,Rooks,4195,6153,9219,12270,7690,9544,12276
Kansas,KS,20,165,2000006,Rush,4183,6136,9194,12236,7669,9517,12242
Kansas,KS,20,167,2000006,Russell,4265,6256,9373,12475,7818,9703,12481
Kansas,KS,20,169,2000006,Saline,4136,6067,9091,12099,7583,9411,12105
Kansas,KS,20,171,2000006,Scott,3879,5690,8526,11347,7112,8826,11353
Kansas,KS,20,173,48620,Sedgwick,4183,6136,9194,12236,7669,9517,12242
Kansas,KS,20,175,2000006,Seward,3891,5708,8552,11382,7133,8853,11387
Kansas,KS,20,177,45820,Shawnee,4206,6170,9245,12304,7711,9570,12310
Kansas,KS,20,179,2000006,Sheridan,4265,6256,9373,12475,7818,9703,12481
Kansas,KS,20,181,2000006,Sherman,3891,5708,8552,11382,7133,8853,11387
Kansas,KS,20,183,2000006,Smith,4089,5999,8988,11963,7497,9304,11968
Kansas,KS,20,185,2000006,Stafford,4008,5879,8808,11723,7347,9118,11729
Kansas,KS,20,187,2000006,Stanton,3844,5639,8449,11245,7047,8746,11250
Kansas,KS,20,189,2000006,Stevens,3879,5690,8526,11347,7112,8826,11353
Kansas,KS,20,191,48620,Sumner,3973,5828,8731,11621,7283,9039,11626
Kansas,KS,20,193,2000006,Thomas,3879,5690,8526,11347,7112,8826,11353
Kansas,KS,20,195,2000006,Trego,4218,6187,9271,12339,7733,9597,12344
Kansas,KS,20,197,45820,Wabaunsee,4253,6239,9348,12441,7797,9677,12447
Kansas,KS,20,199,2000006,Wallace,3844,5639,8449,11245,7047,8746,11250
Kansas,KS,20,201,2000006,Washington,4089,5999,8988,11963,7497,9304,11968
Kansas,KS,20,203,2000006,Wichita,3879,5690,8526,11347,7112,8826,11353
Kansas,KS,20,205,2000006,Wilson,3926,5759,8629,11484,7197,8932,11489
Kansas,KS,20,207,2000006,Woodson,4113,6033,9040,12031,7540,9358,12036
Kansas,KS,20,209,28140,Wyandotte,4054,5948,8911,11860,7433,9225,11865
Kentucky,KY,21,001,2100002,Adair,3692,5416,8115,10801,6769,8401,10805
Kentucky,KY,21,003,14540,Allen,3914,5742,8603,11450,7176,8906,11455
Kentucky,KY,21,005,2100003,Anderson,3786,5553,8321,11074,6940,8613,11079
Kentucky,KY,21,007,37140,Ballard,3902,5725,8577,11416,7154,8879,11421
Kentucky,KY,21,009,2100002,Barren,3599,5279,7910,10527,6598,8188,10532
Kentucky,KY,21,011,2100003,Bath,3797,5570,8346,11108,6962,8640,11113
Kentucky,KY,21,013,2100004,Bell,3856,5656,8475,11279,7069,8773,11284
Kentucky,KY,21,015,17140,Boone,4031,5913,8860,11792,7390,9172,11797
Kentucky,KY,21,017,30460,Bourbon,3727,5468,8192,10903,6833,8480,10908
Kentucky,KY,21,019,26580,Boyd,3879,5690,8526,11347,7112,8826,11353
Kentucky,KY,21,021,2100003,Boyle,3926,5759,8629,11484,7197,8932,11489
Kentucky,KY,21,023,17140,Bracken,3926,5759,8629,11484,7197,8932,11489
Kentucky,KY,21,025,2100004,Breathitt,3821,5605,8398,11177,7005,8693,11182
Kentucky,KY,21,027,2100001,Breckinridge,4183,6136,9194,12236,7669,9517,12242
Kentucky,KY,21,029,31140,Bullitt,3996,5862,8783,11689,7326,9092,11694
Kentucky,KY,21,031,14540,Butler,3529,5176,7756,10322,6469,8028,10327
Kentucky,KY,21,033,2100001,Caldwell,3867,5673,8500,11313,7090,8799,11318
Kentucky,KY,21,035,2100001,Calloway,4031,5913,8860,11792,7390,9172,11797
Kentucky,KY,21,037,17140,Campbell,4300,6307,9450,12578,7883,9783,12584
Kentucky,KY,21,039,37140,Carlisle,3470,5091,7627,10151,6362,7895,10156
Kentucky,KY,21,041,2100003,Carroll,3867,5673,8500,11313,7090,8799,11318
Kentucky,KY,21,043,26580,Carter,4288,6290,9425,12544,7861,9756,12549
Kentucky,KY,21,045,2100002,Casey,3587,5262,7884,10493,6576,8161,10498
Kentucky,KY,21,047,17300,Christian,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,049,30460,Clark,3926,5759,8629,11484,7197,8932,11489
Kentucky,KY,21,051,2100004,Clay,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,053,2100002,Clinton,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,055,2100001,Crittenden,3867,5673,8500,11313,7090,8799,11318
Kentucky,KY,21,057,2100002,Cumberland,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,059,36980,Daviess,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,061,14540,Edmonson,4054,5948,8911,11860,7433,9225,11865
Kentucky,KY,21,063,2100004,Elliott,4288,6290,9425,12544,7861,9756,12549
Kentucky,KY,21,065,2100003,Estill,3914,5742,8603,11450,7176,8906,11455
Kentucky,KY,21,067,30460,Fayette,4230,6205,9296,12373,7754,9623,12378
Kentucky,KY,21,069,2100003,Fleming,3786,5553,8321,11074,6940,8613,11079
Kentucky,KY,21,071,2100004,Floyd,4124,6050,9065,12065,7561,9384,12071
Kentucky,KY,21,073,2100003,Franklin,4019,5896,8834,11758,7369,9145,11763
Kentucky,KY,21,075,2100001,Fulton,3704,5433,8141,10835,6790,8427,10840
Kentucky,KY,21,077,17140,Gallatin,3353,4919,7370,9809,6148,7630,9814
Kentucky,KY,21,079,2100003,Garrard,3926,5759,8629,11484,7197,8932,11489
Kentucky,KY,21,081,17140,Grant,3353,4919,7370,9809,6148,7630,9814
Kentucky,KY,21,083,2100001,Graves,3470,5091,7627,10151,6362,7895,10156
Kentucky,KY,21,085,2100001,Grayson,3634,5330,7987,10630,6662,8268,10634
Kentucky,KY,21,087,2100002,Green,3692,5416,8115,10801,6769,8401,10805
Kentucky,KY,21,089,26580,Greenup,4113,6033,9040,12031,7540,9358,12036
Kentucky,KY,21,091,2100001,Hancock,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,093,21060,Hardin,3902,5725,8577,11416,7154,8879,11421
Kentucky,KY,21,095,2100004,Harlan,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,097,2100003,Harrison,3727,5468,8192,10903,6833,8480,10908
Kentucky,KY,21,099,2100002,Hart,3599,5279,7910,10527,6598,8188,10532
Kentucky,KY,21,101,2100001,Henderson,3622,5313,7961,10596,6640,8241,10600
Kentucky,KY,21,103,31140,Henry,4089,5999,8988,11963,7497,9304,11968
Kentucky,KY,21,105,2100001,Hickman,3704,5433,8141,10835,6790,8427,10840
Kentucky,KY,21,107,2100001,Hopkins,3867,5673,8500,11313,7090,8799,11318
Kentucky,KY,21,109,2100004,Jackson,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,111,31140,Jefferson,4300,6307,9450,12578,7883,9783,12584
Kentucky,KY,21,113,30460,Jessamine,4031,5913,8860,11792,7390,9172,11797
Kentucky,KY,21,115,2100004,Johnson,3727,5468,8192,10903,6833,8480,10908
Kentucky,KY,21,117,17140,Kenton,4113,6033,9040,12031,7540,9358,12036
Kentucky,KY,21,119,2100004,Knott,3926,5759,8629,11484,7197,8932,11489
Kentucky,KY,21,121,2100002,Knox,3751,5502,8243,10971,6876,8534,10976
Kentucky,KY,21,123,21060,Larue,3902,5725,8577,11416,7154,8879,11421
Kentucky,KY,21,125,2100002,Laurel,3704,5433,8141,10835,6790,8427,10840
Kentucky,KY,21,127,26580,Lawrence,3645,5348,8012,10664,6683,8294,10669
Kentucky,KY,21,129,2100004,Lee,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,131,2100004,Leslie,3821,5605,8398,11177,7005,8693,11182
Kentucky,KY,21,133,2100004,Letcher,3926,5759,8629,11484,7197,8932,11489
Kentucky,KY,21,135,2100003,Lewis,3575,5245,7858,10459,6555,8135,10463
Kentucky,KY,21,137,2100003,Lincoln,3587,5262,7884,10493,6576,8161,10498
Kentucky,KY,21,139,37140,Livingston,3821,5605,8398,11177,7005,8693,11182
Kentucky,KY,21,141,2100002,Logan,3505,5142,7704,10254,6426,7975,10258
Kentucky,KY,21,143,2100001,Lyon,3821,5605,8398,11177,7005,8693,11182
Kentucky,KY,21,151,37140,Madison,3914,5742,8603,11450,7176,8906,11455
Kentucky,KY,21,153,2100002,Magoffin,3727,5468,8192,10903,6833,8480,10908
Kentucky,KY,21,155,36980,Marion,3692,5416,8115,10801,6769,8401,10805
Kentucky,KY,21,157,2100003,Marshall,3821,5605,8398,11177,7005,8693,11182
Kentucky,KY,21,159,2100004,Martin,3727,5468,8192,10903,6833,8480,10908
Kentucky,KY,21,161,2100002,Mason,3575,5245,7858,10459,6555,8135,10463
Kentucky,KY,21,145,2100001,McCracken,3902,5725,8577,11416,7154,8879,11421
Kentucky,KY,21,147,2100004,McCreary,3669,5382,8064,10732,6726,8347,10737
Kentucky,KY,21,149,2100003,McLean,3657,5365,8038,10698,6705,8321,10703
Kentucky,KY,21,163,31140,Meade,3961,5810,8706,11587,7262,9012,11592
Kentucky,KY,21,165,2100003,Menifee,3786,5553,8321,11074,6940,8613,11079
Kentucky,KY,21,167,2100003,Mercer,3692,5416,8115,10801,6769,8401,10805
Kentucky,KY,21,169,2100002,Metcalfe,3599,5279,7910,10527,6598,8188,10532
Kentucky,KY,21,171,2100002,Monroe,3587,5262,7884,10493,6576,8161,10498
Kentucky,KY,21,173,2100003,Montgomery,3797,5570,8346,11108,6962,8640,11113
Kentucky,KY,21,175,2100004,Morgan,3786,5553,8321,11074,6940,8613,11079
Kentucky,KY,21,177,2100001,Muhlenberg,3657,5365,8038,10698,6705,8321,10703
Kentucky,KY,21,179,31140,Nelson,3937,5776,8654,11518,7219,8959,11523
Kentucky,KY,21,181,2100003,Nicholas,3727,5468,8192,10903,6833,8480,10908
Kentucky,KY,21,183,2100001,Ohio,3529,5176,7756,10322,6469,8028,10327
Kentucky,KY,21,185,31140,Oldham,4089,5999,8988,11963,7497,9304,11968
Kentucky,KY,21,187,2100003,Owen,3353,4919,7370,9809,6148,7630,9814
Kentucky,KY,21,189,2100004,Owsley,3809,5588,8372,11142,6983,8666,11147
Kentucky,KY,21,191,17140,Pendleton,3353,4919,7370,9809,6148,7630,9814
Kentucky,KY,21,193,2100004,Perry,3821,5605,8398,11177,7005,8693,11182
Kentucky,KY,21,195,2100004,Pike,3856,5656,8475,11279,7069,8773,11284
Kentucky,KY,21,197,2100003,Powell,3797,5570,8346,11108,6962,8640,11113
Kentucky,KY,21,199,2100002,Pulaski,3821,5605,8398,11177,7005,8693,11182
Kentucky,KY,21,201,2100003,Robertson,3727,5468,8192,10903,6833,8480,10908
Kentucky,KY,21,203,2100003,Rockcastle,3587,5262,7884,10493,6576,8161,10498
Kentucky,KY,21,205,2100003,Rowan,3786,5553,8321,11074,6940,8613,11079
Kentucky,KY,21,207,2100002,Russell,3821,5605,8398,11177,7005,8693,11182
Kentucky,KY,21,209,30460,Scott,4159,6102,9142,12168,7626,9464,12173
