state,state_abbr,county_name,state_fips,county_code,county_lowest_cost,state_average_cost
Kentucky,KY,Rowan,21,203,69.99,77.72
Kentucky,KY,Russell,21,205,49.95,77.72
Kentucky,KY,Scott,21,207,58.98,77.72
Kentucky,KY,Shelby,21,209,65.39,77.72
Kentucky,KY,Simpson,21,211,72.58,77.72
Kentucky,KY,Spencer,21,213,63.84,77.72
Kentucky,KY,Taylor,21,215,79.99,77.72
Kentucky,KY,Todd,21,217,71.99,77.72
Kentucky,KY,Trigg,21,219,76.48,77.72
Kentucky,KY,Trimble,21,221,68.22,77.72
Kentucky,KY,Union,21,223,74.31,77.72
Kentucky,KY,Warren,21,225,68.98,77.72
Kentucky,KY,Washington,21,227,64.80,77.72
Kentucky,KY,Wayne,21,229,66.97,77.72
Kentucky,KY,Webster,21,231,74.31,77.72
Kentucky,KY,Whitley,21,233,70.74,77.72
Kentucky,KY,Wolfe,21,235,59.98,77.72
Kentucky,KY,Woodford,21,237,69.39,77.72
Louisiana,LA,Acadia,21,239,69.19,76.44
Louisiana,LA,Allen,22,001,47.50,76.44
Louisiana,LA,Ascension,22,003,64.99,76.44
Louisiana,LA,Assumption,22,005,70.84,76.44
Louisiana,LA,Avoyelles,22,007,50.00,76.44
Louisiana,LA,Beauregard,22,009,62.15,76.44
Louisiana,LA,Bienville,22,011,47.50,76.44
Louisiana,LA,Bossier,22,013,58.00,76.44
Louisiana,LA,Caddo,22,015,58.00,76.44
Louisiana,LA,Calcasieu,22,017,53.99,76.44
Louisiana,LA,Caldwell,22,019,57.50,76.44
Louisiana,LA,Cameron,22,021,66.98,76.44
Louisiana,LA,Catahoula,22,023,57.50,76.44
Louisiana,LA,Claiborne,22,025,50.00,76.44
Louisiana,LA,Concordia,22,027,65.00,76.44
Louisiana,LA,De Soto,22,029,63.75,76.44
Louisiana,LA,East Baton Rouge,22,031,62.14,76.44
Louisiana,LA,East Carroll,22,033,57.50,76.44
Louisiana,LA,East Feliciana,22,035,62.00,76.44
Louisiana,LA,Evangeline,22,037,54.99,76.44
Louisiana,LA,Franklin,22,039,57.50,76.44
Louisiana,LA,Grant,22,041,58.75,76.44
Louisiana,LA,Iberia,22,043,58.19,76.44
Louisiana,LA,Iberville,22,045,64.99,76.44
Louisiana,LA,Jackson,22,047,58.33,76.44
Louisiana,LA,Jefferson,22,049,73.49,76.44
Louisiana,LA,Jefferson Davis,22,053,60.49,76.44
Louisiana,LA,La Salle,22,051,79.99,76.44
Louisiana,LA,Lafayette,22,055,58.77,76.44
Louisiana,LA,Lafourche,22,057,73.76,76.44
Louisiana,LA,Lincoln,22,059,58.00,76.44
Louisiana,LA,Livingston,22,061,64.99,76.44
Louisiana,LA,Madison,22,063,68.75,76.44
Louisiana,LA,Morehouse,22,065,60.83,76.44
Louisiana,LA,Natchitoches,22,067,58.33,76.44
Louisiana,LA,Orleans,22,069,69.19,76.44
Louisiana,LA,Ouachita,22,071,64.16,76.44
Louisiana,LA,Plaquemines,22,073,66.82,76.44
Louisiana,LA,Pointe Coupee,22,075,63.19,76.44
Louisiana,LA,Rapides,22,077,61.99,76.44
Louisiana,LA,Red River,22,079,47.50,76.44
Louisiana,LA,Richland,22,081,57.50,76.44
Louisiana,LA,Sabine,22,083,61.24,76.44
Louisiana,LA,Saint Bernard,22,085,66.50,76.44
Louisiana,LA,Saint Charles,22,087,71.19,76.44
Louisiana,LA,Saint Helena,22,089,65.00,76.44
Louisiana,LA,Saint James,22,091,67.23,76.44
Louisiana,LA,Saint John the Baptist,22,093,68.15,76.44
Louisiana,LA,Saint Landry,22,095,62.99,76.44
Louisiana,LA,Saint Martin,22,097,58.19,76.44
Louisiana,LA,Saint Mary,22,099,66.36,76.44
Louisiana,LA,Saint Tammany,22,101,67.66,76.44
Louisiana,LA,Tangipahoa,22,103,69.42,76.44
Louisiana,LA,Tensas,22,105,,76.44
Louisiana,LA,Terrebonne,22,107,71.65,76.44
Louisiana,LA,Union,22,109,62.00,76.44
Louisiana,LA,Vermilion,22,111,52.66,76.44
Louisiana,LA,Vernon,22,113,51.66,76.44
Louisiana,LA,Washington,22,115,63.75,76.44
Louisiana,LA,Webster,22,117,58.00,76.44
Louisiana,LA,West Baton Rouge,22,119,62.75,76.44
Louisiana,LA,West Carroll,22,121,57.50,76.44
Louisiana,LA,West Feliciana,22,123,60.00,76.44
Louisiana,LA,Winn,22,125,47.50,76.44
Maine,ME,Androscoggin,22,127,62.66,71.3
Maine,ME,Aroostook,23,001,61.98,71.3
Maine,ME,Cumberland,23,003,67.73,71.3
Maine,ME,Franklin,23,005,57.98,71.3
Maine,ME,Hancock,23,007,63.97,71.3
Maine,ME,Kennebec,23,009,63.48,71.3
Maine,ME,Knox,23,011,59.98,71.3
Maine,ME,Lincoln,23,013,68.63,71.3
Maine,ME,Oxford,23,015,69.99,71.3
Maine,ME,Penobscot,23,017,64.53,71.3
Maine,ME,Piscataquis,23,019,57.98,71.3
Maine,ME,Sagadahoc,23,021,73.31,71.3
Maine,ME,Somerset,23,023,57.98,71.3
Maine,ME,Waldo,23,025,68.96,71.3
Maine,ME,Washington,23,027,67.40,71.3
Maine,ME,York,23,029,62.18,71.3
Maryland,MD,Allegany,23,031,66.18,81.91
Maryland,MD,Anne Arundel,24,001,144.98,81.91
Maryland,MD,Baltimore City,24,003,61.66,81.91
Maryland,MD,Baltimore County,24,510,144.98,81.91
Maryland,MD,Calvert,24,005,79.99,81.91
Maryland,MD,Caroline,24,009,59.99,81.91
Maryland,MD,Carroll,24,011,74.66,81.91
Maryland,MD,Cecil,24,013,66.47,81.91
Maryland,MD,Charles,24,015,67.49,81.91
Maryland,MD,Dorchester,24,017,79.99,81.91
Maryland,MD,Frederick,24,019,70.22,81.91
Maryland,MD,Garrett,24,021,65.00,81.91
Maryland,MD,Harford,24,023,70.22,81.91
Maryland,MD,Howard,24,025,70.22,81.91
Maryland,MD,Kent,24,027,59.99,81.91
Maryland,MD,Montgomery,24,029,67.49,81.91
Maryland,MD,Prince George's,24,031,144.98,81.91
Maryland,MD,Queen Anne's,24,033,59.99,81.91
Maryland,MD,Somerset,24,035,74.99,81.91
Maryland,MD,Saint Mary's,24,039,58.32,81.91
Maryland,MD,Talbot,24,037,59.99,81.91
Maryland,MD,Washington,24,041,61.23,81.91
Maryland,MD,Wicomico,24,043,79.99,81.91
Maryland,MD,Worcester,24,045,79.99,81.91
Massachusetts,MA,Barnstable,24,047,66.99,78.37
Massachusetts,MA,Berkshire,25,001,74.78,78.37
Massachusetts,MA,Bristol,25,003,61.18,78.37
Massachusetts,MA,Dukes,25,005,79.99,78.37
Massachusetts,MA,Essex,25,007,125.23,78.37
Massachusetts,MA,Franklin,25,009,74.99,78.37
Massachusetts,MA,Hampden,25,011,75.15,78.37
Massachusetts,MA,Hampshire,25,013,74.99,78.37
Massachusetts,MA,Middlesex,25,015,103.48,78.37
Massachusetts,MA,Nantucket,25,017,79.99,78.37
Massachusetts,MA,Norfolk,25,019,100.30,78.37
Massachusetts,MA,Plymouth,25,021,144.98,78.37
Massachusetts,MA,Suffolk,25,023,125.23,78.37
Massachusetts,MA,Worcester,25,025,65.18,78.37
Michigan,MI,Alcona,25,027,63.33,77.85
Michigan,MI,Alger,26,001,62.74,77.85
Michigan,MI,Allegan,26,003,65.35,77.85
Michigan,MI,Alpena,26,005,64.99,77.85
Michigan,MI,Antrim,26,007,65.00,77.85
Michigan,MI,Arenac,26,009,63.31,77.85
Michigan,MI,Baraga,26,011,69.69,77.85
Michigan,MI,Barry,26,013,68.98,77.85
Michigan,MI,Bay,26,015,66.19,77.85
Michigan,MI,Benzie,26,017,59.98,77.85
Michigan,MI,Berrien,26,019,62.49,77.85
Michigan,MI,Branch,26,021,64.99,77.85
Michigan,MI,Calhoun,26,023,70.28,77.85
Michigan,MI,Cass,26,025,63.31,77.85
Michigan,MI,Charlevoix,26,027,68.98,77.85
Michigan,MI,Cheboygan,26,029,69.99,77.85
Michigan,MI,Chippewa,26,031,69.69,77.85
Michigan,MI,Clare,26,033,69.99,77.85
Michigan,MI,Clinton,26,035,63.98,77.85
Michigan,MI,Crawford,26,037,67.49,77.85
Michigan,MI,Delta,26,039,68.94,77.85
Michigan,MI,Dickinson,26,041,70.19,77.85
Michigan,MI,Eaton,26,043,66.99,77.85
Michigan,MI,Emmet,26,045,71.25,77.85
Michigan,MI,Genesee,26,047,63.87,77.85
Michigan,MI,Gladwin,26,049,65.00,77.85
Michigan,MI,Gogebic,26,051,78.75,77.85
Michigan,MI,Grand Traverse,26,053,68.74,77.85
Michigan,MI,Gratiot,26,055,69.98,77.85
Michigan,MI,Hillsdale,26,057,69.99,77.85
Michigan,MI,Houghton,26,059,69.69,77.85
Michigan,MI,Huron,26,061,57.50,77.85
Michigan,MI,Ingham,26,063,65.59,77.85
Michigan,MI,Ionia,26,065,65.99,77.85
Michigan,MI,Iosco,26,067,65.00,77.85
Michigan,MI,Iron,26,069,64.69,77.85
Michigan,MI,Isabella,26,071,75.98,77.85
Michigan,MI,Jackson,26,073,66.99,77.85
Michigan,MI,Kalamazoo,26,075,64.31,77.85
Michigan,MI,Kalkaska,26,077,68.74,77.85
Michigan,MI,Kent,26,079,67.70,77.85
Michigan,MI,Keweenaw,26,081,65.00,77.85
Michigan,MI,Lake,26,083,64.47,77.85
Michigan,MI,Lapeer,26,085,62.74,77.85
Michigan,MI,Leelanau,26,087,69.99,77.85
Michigan,MI,Lenawee,26,089,110.17,77.85
Michigan,MI,Livingston,26,091,62.65,77.85
Michigan,MI,Luce,26,093,65.00,77.85
Michigan,MI,Mackinac,26,095,69.92,77.85
Michigan,MI,Macomb,26,097,67.50,77.85
Michigan,MI,Manistee,26,099,64.98,77.85
Michigan,MI,Marquette,26,101,65.28,77.85
Michigan,MI,Mason,26,103,69.99,77.85
Michigan,MI,Mecosta,26,105,77.27,77.85
Michigan,MI,Menominee,26,107,71.25,77.85
Michigan,MI,Midland,26,109,62.66,77.85
Michigan,MI,Missaukee,26,111,59.98,77.85
Michigan,MI,Monroe,26,113,102.29,77.85
Michigan,MI,Montcalm,26,115,77.27,77.85
Michigan,MI,Montmorency,26,117,69.99,77.85
Michigan,MI,Muskegon,26,119,69.99,77.85
Michigan,MI,Newaygo,26,121,69.38,77.85
Michigan,MI,Oakland,26,123,68.96,77.85
Michigan,MI,Oceana,26,125,71.38,77.85
Michigan,MI,Ogemaw,26,127,66.98,77.85
Michigan,MI,Ontonagon,26,129,65.75,77.85
Michigan,MI,Osceola,26,131,59.97,77.85
Michigan,MI,Oscoda,26,133,67.98,77.85
Michigan,MI,Otsego,26,135,77.91,77.85
Michigan,MI,Ottawa,26,137,64.76,77.85
Michigan,MI,Presque Isle,26,139,76.87,77.85
Michigan,MI,Roscommon,26,141,68.74,77.85
Michigan,MI,Saginaw,26,143,65.99,77.85
Michigan,MI,Sanilac,26,145,65.00,77.85
Michigan,MI,Schoolcraft,26,151,69.69,77.85
Michigan,MI,Shiawassee,26,153,63.70,77.85
Michigan,MI,Saint Clair,26,155,66.25,77.85
Michigan,MI,Saint Joseph,26,147,66.64,77.85
Michigan,MI,Tuscola,26,149,65.16,77.85
Michigan,MI,Van Buren,26,157,64.98,77.85
Michigan,MI,Washtenaw,26,159,65.41,77.85
Michigan,MI,Wayne,26,161,85.06,77.85
Michigan,MI,Wexford,26,163,64.98,77.85
Minnesota,MN,Aitkin,26,165,71.52,81.04
Minnesota,MN,Anoka,27,001,62.26,81.04
Minnesota,MN,Becker,27,003,47.58,81.04
Minnesota,MN,Beltrami,27,005,61.20,81.04
Minnesota,MN,Benton,27,007,66.47,81.04
Minnesota,MN,Big Stone,27,009,59.95,81.04
Minnesota,MN,Blue Earth,27,011,67.96,81.04
Minnesota,MN,Brown,27,013,63.72,81.04
Minnesota,MN,Carlton,27,015,57.64,81.04
Minnesota,MN,Carver,27,017,69.58,81.04
Minnesota,MN,Cass,27,019,63.80,81.04
Minnesota,MN,Chippewa,27,021,68.63,81.04
Minnesota,MN,Chisago,27,023,60.77,81.04
Minnesota,MN,Clay,27,025,49.22,81.04
Minnesota,MN,Clearwater,27,027,48.76,81.04
Minnesota,MN,Cook,27,029,59.99,81.04
Minnesota,MN,Cottonwood,27,031,68.48,81.04
Minnesota,MN,Crow Wing,27,033,74.30,81.04
Minnesota,MN,Dakota,27,035,61.57,81.04
Minnesota,MN,Dodge,27,037,61.57,81.04
Minnesota,MN,Douglas,27,039,72.78,81.04
Minnesota,MN,Faribault,27,041,59.95,81.04
Minnesota,MN,Fillmore,27,043,50.97,81.04
Minnesota,MN,Freeborn,27,045,62.46,81.04
Minnesota,MN,Goodhue,27,047,62.22,81.04
Minnesota,MN,Grant,27,049,86.83,81.04
Minnesota,MN,Hennepin,27,051,86.20,81.04
Minnesota,MN,Houston,27,053,62.47,81.04
Minnesota,MN,Hubbard,27,055,57.64,81.04
Minnesota,MN,Isanti,27,057,68.41,81.04
Minnesota,MN,Itasca,27,059,60.97,81.04
Minnesota,MN,Jackson,27,061,58.98,81.04
Minnesota,MN,Kanabec,27,063,49.95,81.04
Minnesota,MN,Kandiyohi,27,065,57.98,81.04
Minnesota,MN,Kittson,27,067,67.45,81.04
Minnesota,MN,Koochiching,27,069,53.21,81.04
Minnesota,MN,Lac qui Parle,27,071,68.30,81.04
Minnesota,MN,Lake,27,073,54.47,81.04
Minnesota,MN,Lake of the Woods,27,075,65.45,81.04
Minnesota,MN,Le Sueur,27,077,64.24,81.04
Minnesota,MN,Lincoln,27,079,64.95,81.04
Minnesota,MN,Lyon,27,081,53.31,81.04
Minnesota,MN,Mahnomen,27,083,44.65,81.04
Minnesota,MN,Marshall,27,087,58.15,81.04
Minnesota,MN,Martin,27,089,71.45,81.04
Minnesota,MN,McLeod,27,091,60.45,81.04
Minnesota,MN,Meeker,27,085,67.97,81.04
Minnesota,MN,Mille Lacs,27,093,65.52,81.04
Minnesota,MN,Morrison,27,095,64.56,81.04
Minnesota,MN,Mower,27,097,54.98,81.04
Minnesota,MN,Murray,27,099,39.99,81.04
Minnesota,MN,Nicollet,27,101,62.57,81.04
Minnesota,MN,Nobles,27,103,58.17,81.04
Minnesota,MN,Norman,27,105,42.50,81.04
Minnesota,MN,Olmsted,27,107,61.72,81.04
Minnesota,MN,Otter Tail,27,109,80.11,81.04
Minnesota,MN,Pennington,27,111,47.96,81.04
Minnesota,MN,Pine,27,113,52.45,81.04
Minnesota,MN,Pipestone,27,115,52.47,81.04
Minnesota,MN,Polk,27,117,62.95,81.04
Minnesota,MN,Pope,27,119,68.63,81.04
Minnesota,MN,Ramsey,27,121,63.18,81.04
Minnesota,MN,Red Lake,27,123,52.95,81.04
Minnesota,MN,Redwood,27,125,42.50,81.04
Minnesota,MN,Renville,27,127,60.45,81.04
Minnesota,MN,Rice,27,129,64.96,81.04
Minnesota,MN,Rock,27,131,49.97,81.04
Minnesota,MN,Roseau,27,133,57.46,81.04
Minnesota,MN,Scott,27,135,63.57,81.04
Minnesota,MN,Sherburne,27,139,68.73,81.04
Minnesota,MN,Sibley,27,141,54.95,81.04
Minnesota,MN,Saint Louis,27,143,57.96,81.04
Minnesota,MN,Stearns,27,145,55.73,81.04
Minnesota,MN,Steele,27,147,57.53,81.04
Minnesota,MN,Stevens,27,149,69.95,81.04
Minnesota,MN,Swift,27,137,68.63,81.04
Minnesota,MN,Todd,27,151,57.48,81.04
Minnesota,MN,Traverse,27,153,64.95,81.04
Minnesota,MN,Wabasha,27,155,63.30,81.04
Minnesota,MN,Wadena,27,157,57.97,81.04
Minnesota,MN,Waseca,27,159,54.56,81.04
Minnesota,MN,Washington,27,161,59.18,81.04
Minnesota,MN,Watonwan,27,163,69.97,81.04
Minnesota,MN,Wilkin,27,165,90.95,81.04
Minnesota,MN,Winona,27,167,61.64,81.04
Minnesota,MN,Wright,27,169,56.64,81.04
Minnesota,MN,Yellow Medicine,27,171,58.97,81.04
Mississippi,MS,Adams,27,173,67.00,75.35
Mississippi,MS,Alcorn,28,001,73.33,75.35
Mississippi,MS,Amite,28,003,70.00,75.35
Mississippi,MS,Attala,28,005,62.79,75.35
Mississippi,MS,Benton,28,007,62.79,75.35
Mississippi,MS,Bolivar,28,009,63.00,75.35
Mississippi,MS,Calhoun,28,011,69.98,75.35
Mississippi,MS,Carroll,28,013,58.00,75.35
Mississippi,MS,Chickasaw,28,015,67.20,75.35
Mississippi,MS,Choctaw,28,017,62.79,75.35
Mississippi,MS,Claiborne,28,019,73.33,75.35
Mississippi,MS,Clarke,28,021,68.75,75.35
Mississippi,MS,Clay,28,023,68.75,75.35
Mississippi,MS,Coahoma,28,025,68.75,75.35
Mississippi,MS,Copiah,28,027,68.75,75.35
Mississippi,MS,Covington,28,029,73.74,75.35
Mississippi,MS,DeSoto,28,031,70.00,75.35
Mississippi,MS,Forrest,28,033,68.32,75.35
Mississippi,MS,Franklin,28,035,73.33,75.35
Mississippi,MS,George,28,037,70.00,75.35
Mississippi,MS,Greene,28,039,69.19,75.35
Mississippi,MS,Grenada,28,041,68.19,75.35
Mississippi,MS,Hancock,28,043,67.50,75.35
Mississippi,MS,Harrison,28,045,67.00,75.35
Mississippi,MS,Hinds,28,047,68.32,75.35
Mississippi,MS,Holmes,28,049,68.75,75.35
Mississippi,MS,Humphreys,28,051,55.00,75.35
Mississippi,MS,Issaquena,28,053,70.00,75.35
Mississippi,MS,Itawamba,28,055,63.98,75.35
Mississippi,MS,Jackson,28,057,67.00,75.35
Mississippi,MS,Jasper,28,059,71.65,75.35
Mississippi,MS,Jefferson,28,061,65.00,75.35
Mississippi,MS,Jefferson Davis,28,063,70.00,75.35
Mississippi,MS,Jones,28,065,74.98,75.35
Mississippi,MS,Kemper,28,067,66.79,75.35
Mississippi,MS,Lafayette,28,069,71.73,75.35
Mississippi,MS,Lamar,28,071,70.99,75.35
Mississippi,MS,Lauderdale,28,073,73.74,75.35
Mississippi,MS,Lawrence,28,075,73.33,75.35
Mississippi,MS,Leake,28,077,66.79,75.35
Mississippi,MS,Lee,28,079,66.98,75.35
Mississippi,MS,Leflore,28,081,62.00,75.35
Mississippi,MS,Lincoln,28,083,68.75,75.35
Mississippi,MS,Lowndes,28,085,65.49,75.35
Mississippi,MS,Madison,28,087,68.32,75.35
Mississippi,MS,Marion,28,089,68.75,75.35
Mississippi,MS,Marshall,28,091,65.66,75.35
Mississippi,MS,Monroe,28,093,64.13,75.35
Mississippi,MS,Montgomery,28,095,67.00,75.35
Mississippi,MS,Neshoba,28,097,64.82,75.35
Mississippi,MS,Newton,28,099,63.42,75.35
Mississippi,MS,Noxubee,28,101,73.33,75.35
Mississippi,MS,Oktibbeha,28,103,67.36,75.35
Mississippi,MS,Panola,28,105,67.00,75.35
Mississippi,MS,Pearl River,28,107,67.50,75.35
Mississippi,MS,Perry,28,109,70.00,75.35
Mississippi,MS,Pike,28,111,68.75,75.35
Mississippi,MS,Pontotoc,28,113,69.13,75.35
Mississippi,MS,Prentiss,28,115,66.79,75.35
Mississippi,MS,Quitman,28,117,68.75,75.35
Mississippi,MS,Rankin,28,119,70.99,75.35
Mississippi,MS,Scott,28,121,68.15,75.35
Mississippi,MS,Sharkey,28,123,70.00,75.35
Mississippi,MS,Simpson,28,125,70.00,75.35
Mississippi,MS,Smith,28,127,68.15,75.35
Mississippi,MS,Stone,28,129,70.00,75.35
Mississippi,MS,Sunflower,28,131,60.56,75.35
Mississippi,MS,Tallahatchie,28,133,65.00,75.35
Mississippi,MS,Tate,28,135,65.66,75.35
Mississippi,MS,Tippah,28,137,66.79,75.35
Mississippi,MS,Tishomingo,28,139,66.79,75.35
Mississippi,MS,Tunica,28,141,73.33,75.35
Mississippi,MS,Union,28,143,65.70,75.35
Mississippi,MS,Walthall,28,145,73.33,75.35
Mississippi,MS,Warren,28,147,60.82,75.35
Mississippi,MS,Washington,28,149,66.66,75.35
Mississippi,MS,Wayne,28,151,66.82,75.35
Mississippi,MS,Webster,28,153,65.70,75.35
Mississippi,MS,Wilkinson,28,155,73.33,75.35
Mississippi,MS,Winston,28,157,65.66,75.35
Mississippi,MS,Yalobusha,28,159,67.20,75.35
Mississippi,MS,Yazoo,28,161,65.00,75.35
Missouri,MO,Adair,28,163,59.99,86.19
Missouri,MO,Andrew,29,001,55.00,86.19
Missouri,MO,Atchison,29,003,69.95,86.19
Missouri,MO,Audrain,29,005,64.17,86.19
Missouri,MO,Barry,29,007,48.74,86.19
Missouri,MO,Barton,29,009,53.33,86.19
Missouri,MO,Bates,29,011,62.50,86.19
Missouri,MO,Benton,29,013,54.98,86.19
Missouri,MO,Bollinger,29,015,63.33,86.19
Missouri,MO,Boone,29,017,61.33,86.19
Missouri,MO,Buchanan,29,019,60.24,86.19
Missouri,MO,Butler,29,021,60.00,86.19
Missouri,MO,Caldwell,29,023,81.66,86.19
Missouri,MO,Callaway,29,025,66.00,86.19
Missouri,MO,Camden,29,027,64.15,86.19
Missouri,MO,Cape Girardeau,29,029,71.67,86.19
Missouri,MO,Carroll,29,031,76.66,86.19
Missouri,MO,Carter,29,033,59.99,86.19
Missouri,MO,Cass,29,035,60.99,86.19
Missouri,MO,Cedar,29,037,64.99,86.19
Missouri,MO,Chariton,29,039,65.00,86.19
Missouri,MO,Christian,29,041,55.00,86.19
Missouri,MO,Clark,29,043,61.65,86.19
Missouri,MO,Clay,29,045,59.66,86.19
Missouri,MO,Clinton,29,047,45.00,86.19
Missouri,MO,Cole,29,049,56.66,86.19
Missouri,MO,Cooper,29,051,59.58,86.19
Missouri,MO,Crawford,29,053,61.97,86.19
Missouri,MO,Dade,29,055,54.98,86.19
Missouri,MO,Dallas,29,057,64.98,86.19
Missouri,MO,Daviess,29,059,76.25,86.19
Missouri,MO,DeKalb,29,061,59.99,86.19
Missouri,MO,Dent,29,063,61.64,86.19
Missouri,MO,Douglas,29,065,59.99,86.19
Missouri,MO,Dunklin,29,067,62.49,86.19
Missouri,MO,Franklin,29,069,61.99,86.19
Missouri,MO,Gasconade,29,071,56.66,86.19
Missouri,MO,Gentry,29,073,67.50,86.19
Missouri,MO,Greene,29,075,61.37,86.19
Missouri,MO,Grundy,29,077,55.00,86.19
Missouri,MO,Harrison,29,079,75.00,86.19
Missouri,MO,Henry,29,081,69.99,86.19
Missouri,MO,Hickory,29,083,79.99,86.19
Missouri,MO,Holt,29,085,72.48,86.19
Missouri,MO,Howard,29,087,66.66,86.19
Missouri,MO,Howell,29,089,63.75,86.19
Missouri,MO,Iron,29,091,61.65,86.19
Missouri,MO,Jackson,29,093,62.10,86.19
Missouri,MO,Jasper,29,095,65.15,86.19
Missouri,MO,Jefferson,29,097,65.00,86.19
Missouri,MO,Johnson,29,099,71.82,86.19
Missouri,MO,Knox,29,101,57.48,86.19
Missouri,MO,Laclede,29,103,65.99,86.19
Missouri,MO,Lafayette,29,105,86.68,86.19
Missouri,MO,Lawrence,29,107,52.99,86.19
Missouri,MO,Lewis,29,109,44.95,86.19
Missouri,MO,Lincoln,29,111,66.66,86.19
Missouri,MO,Linn,29,113,63.75,86.19
Missouri,MO,Livingston,29,115,68.56,86.19
Missouri,MO,Macon,29,117,49.98,86.19
Missouri,MO,Madison,29,121,65.00,86.19
Missouri,MO,Maries,29,123,60.00,86.19
Missouri,MO,Marion,29,125,59.99,86.19
Missouri,MO,McDonald,29,127,76.49,86.19
Missouri,MO,Mercer,29,119,75.00,86.19
Missouri,MO,Miller,29,129,63.98,86.19
Missouri,MO,Mississippi,29,131,60.00,86.19
Missouri,MO,Moniteau,29,133,49.95,86.19
Missouri,MO,Monroe,29,135,61.66,86.19
Missouri,MO,Montgomery,29,137,66.66,86.19
Missouri,MO,Morgan,29,139,59.98,86.19
Missouri,MO,New Madrid,29,141,61.66,86.19
Missouri,MO,Newton,29,143,70.13,86.19
Missouri,MO,Nodaway,29,145,55.00,86.19
Missouri,MO,Oregon,29,147,73.65,86.19
Missouri,MO,Osage,29,149,62.50,86.19
Missouri,MO,Ozark,29,151,59.99,86.19
Missouri,MO,Pemiscot,29,153,62.50,86.19
Missouri,MO,Perry,29,155,65.00,86.19
Missouri,MO,Pettis,29,157,67.98,86.19
Missouri,MO,Phelps,29,159,64.98,86.19
Missouri,MO,Pike,29,161,63.75,86.19
Missouri,MO,Platte,29,163,56.62,86.19
Missouri,MO,Polk,29,165,65.00,86.19
Missouri,MO,Pulaski,29,167,64.99,86.19
Missouri,MO,Putnam,29,169,62.49,86.19
Missouri,MO,Ralls,29,171,63.74,86.19
Missouri,MO,Randolph,29,173,66.66,86.19
Missouri,MO,Ray,29,175,76.66,86.19
Missouri,MO,Reynolds,29,177,97.98,86.19
Missouri,MO,Ripley,29,179,59.99,86.19
Missouri,MO,Saline,29,181,59.69,86.19
Missouri,MO,Schuyler,29,195,58.32,86.19
Missouri,MO,Scotland,29,197,57.48,86.19
Missouri,MO,Scott,29,199,75.00,86.19
Missouri,MO,Shannon,29,201,100.00,86.19
Missouri,MO,Shelby,29,203,57.47,86.19
Missouri,MO,Saint Charles,29,205,64.49,86.19
Missouri,MO,Saint Clair,29,183,60.00,86.19
Missouri,MO,Saint Francois,29,185,63.33,86.19
Missouri,MO,Saint Louis City,29,186,59.00,86.19
Missouri,MO,Saint Louis County,29,187,59.28,86.19
Missouri,MO,Ste. Genevieve,29,510,63.33,86.19
Missouri,MO,Stoddard,29,189,62.50,86.19
Missouri,MO,Stone,29,207,47.50,86.19
Missouri,MO,Sullivan,29,209,72.50,86.19
Missouri,MO,Taney,29,211,45.00,86.19
Missouri,MO,Texas,29,213,59.99,86.19
Missouri,MO,Vernon,29,215,60.00,86.19
Missouri,MO,Warren,29,217,66.66,86.19
Missouri,MO,Washington,29,219,62.98,86.19
Missouri,MO,Wayne,29,221,60.00,86.19
Missouri,MO,Webster,29,223,60.00,86.19
Missouri,MO,Worth,29,225,75.00,86.19
Missouri,MO,Wright,29,227,59.99,86.19
Montana,MT,Beaverhead,29,229,86.63,86.37
Montana,MT,Big Horn,30,001,98.32,86.37
Montana,MT,Blaine,30,003,89.33,86.37
Montana,MT,Broadwater,30,005,84.50,86.37
Montana,MT,Carbon,30,007,106.66,86.37
Montana,MT,Carter,30,009,79.41,86.37
Montana,MT,Cascade,30,011,69.99,86.37
Montana,MT,Chouteau,30,013,89.33,86.37
Montana,MT,Custer,30,015,84.98,86.37
Montana,MT,Daniels,30,017,125.00,86.37
Montana,MT,Dawson,30,019,99.95,86.37
Montana,MT,Deer Lodge,30,021,84.95,86.37
Montana,MT,Fallon,30,023,90.30,86.37
Montana,MT,Fergus,30,025,99.48,86.37
Montana,MT,Flathead,30,027,69.99,86.37
Montana,MT,Gallatin,30,029,64.50,86.37
Montana,MT,Garfield,30,031,99.95,86.37
Montana,MT,Glacier,30,033,69.99,86.37
Montana,MT,Golden Valley,30,035,99.63,86.37
Montana,MT,Granite,30,037,59.99,86.37
Montana,MT,Hill,30,039,89.33,86.37
Montana,MT,Jefferson,30,041,67.50,86.37
Montana,MT,Judith Basin,30,043,99.00,86.37
Montana,MT,Lake,30,045,159.50,86.37
Montana,MT,Lewis and Clark,30,047,67.50,86.37
Montana,MT,Liberty,30,049,99.00,86.37
Montana,MT,Lincoln,30,051,69.95,86.37
Montana,MT,Madison,30,053,79.92,86.37
Montana,MT,McCone,30,057,100.30,86.37
Montana,MT,Meagher,30,055,99.00,86.37
Montana,MT,Mineral,30,059,59.99,86.37
Montana,MT,Missoula,30,061,69.99,86.37
Montana,MT,Musselshell,30,063,99.63,86.37
Montana,MT,Park,30,065,89.33,86.37
Montana,MT,Petroleum,30,067,99.95,86.37
Montana,MT,Phillips,30,069,103.60,86.37
Montana,MT,Pondera,30,071,59.99,86.37
Montana,MT,Powder River,30,073,65.00,86.37
Montana,MT,Powell,30,075,69.99,86.37
