state,state_abbr,county_name,state_fips,county_code,county_lowest_cost,state_average_cost
Georgia,GA,White,13,309,70.00,88.35
Georgia,GA,Whitfield,13,311,59.15,88.35
Georgia,GA,Wilcox,13,313,59.99,88.35
Georgia,GA,Wilkes,13,315,62.97,88.35
Georgia,GA,Wilkinson,13,317,69.99,88.35
Georgia,GA,Worth,13,319,99.21,88.35
Hawaii,HI,Hawaii,13,321,46.63,69.14
Hawaii,HI,Honolulu,15,001,46.63,69.14
Hawaii,HI,Kalawao,15,003,69.99,69.14
Hawaii,HI,Kauai,15,005,46.63,69.14
Hawaii,HI,Maui,15,007,46.63,69.14
Idaho,ID,Ada,15,009,63.96,78.03
Idaho,ID,Adams,16,001,62.63,78.03
Idaho,ID,Bannock,16,003,64.97,78.03
Idaho,ID,Bear Lake,16,005,69.95,78.03
Idaho,ID,Benewah,16,007,52.49,78.03
Idaho,ID,Bingham,16,009,65.22,78.03
Idaho,ID,Blaine,16,011,83.47,78.03
Idaho,ID,Boise,16,013,73.98,78.03
Idaho,ID,Bonner,16,015,74.12,78.03
Idaho,ID,Bonneville,16,017,64.97,78.03
Idaho,ID,Boundary,16,019,59.99,78.03
Idaho,ID,Butte,16,021,69.95,78.03
Idaho,ID,Camas,16,023,,78.03
Idaho,ID,Canyon,16,025,60.85,78.03
Idaho,ID,Caribou,16,027,64.96,78.03
Idaho,ID,Cassia,16,029,64.46,78.03
Idaho,ID,Clark,16,031,81.18,78.03
Idaho,ID,Clearwater,16,033,,78.03
Idaho,ID,Custer,16,035,129.71,78.03
Idaho,ID,Elmore,16,037,59.95,78.03
Idaho,ID,Franklin,16,039,73.30,78.03
Idaho,ID,Fremont,16,041,64.97,78.03
Idaho,ID,Gem,16,043,55.00,78.03
Idaho,ID,Gooding,16,045,64.97,78.03
Idaho,ID,Idaho,16,047,75.97,78.03
Idaho,ID,Jefferson,16,049,68.70,78.03
Idaho,ID,Jerome,16,051,58.98,78.03
Idaho,ID,Kootenai,16,053,52.49,78.03
Idaho,ID,Latah,16,055,67.97,78.03
Idaho,ID,Lemhi,16,057,102.65,78.03
Idaho,ID,Lewis,16,059,70.00,78.03
Idaho,ID,Lincoln,16,061,60.50,78.03
Idaho,ID,Madison,16,063,64.97,78.03
Idaho,ID,Minidoka,16,065,64.46,78.03
Idaho,ID,Nez Perce,16,067,60.48,78.03
Idaho,ID,Oneida,16,069,69.95,78.03
Idaho,ID,Owyhee,16,071,92.00,78.03
Idaho,ID,Payette,16,073,58.38,78.03
Idaho,ID,Power,16,075,64.97,78.03
Idaho,ID,Shoshone,16,077,,78.03
Idaho,ID,Teton,16,079,69.95,78.03
Idaho,ID,Twin Falls,16,081,65.56,78.03
Idaho,ID,Valley,16,083,102.48,78.03
Idaho,ID,Washington,16,085,90.56,78.03
Illinois,IL,Adams,16,087,56.59,77.45
Illinois,IL,Alexander,17,001,55.00,77.45
Illinois,IL,Bond,17,003,61.65,77.45
Illinois,IL,Boone,17,005,68.00,77.45
Illinois,IL,Brown,17,007,62.45,77.45
Illinois,IL,Bureau,17,009,64.97,77.45
Illinois,IL,Calhoun,17,011,,77.45
Illinois,IL,Carroll,17,013,59.99,77.45
Illinois,IL,Cass,17,015,67.48,77.45
Illinois,IL,Champaign,17,017,57.59,77.45
Illinois,IL,Christian,17,019,44.31,77.45
Illinois,IL,Clark,17,021,84.65,77.45
Illinois,IL,Clay,17,023,60.95,77.45
Illinois,IL,Clinton,17,025,65.00,77.45
Illinois,IL,Coles,17,027,37.99,77.45
Illinois,IL,Cook,17,029,88.23,77.45
Illinois,IL,Crawford,17,031,67.50,77.45
Illinois,IL,Cumberland,17,033,37.99,77.45
Illinois,IL,De Witt,17,035,49.95,77.45
Illinois,IL,DeKalb,17,037,61.98,77.45
Illinois,IL,Douglas,17,039,37.99,77.45
Illinois,IL,DuPage,17,041,97.98,77.45
Illinois,IL,Edgar,17,043,74.00,77.45
Illinois,IL,Edwards,17,045,63.99,77.45
Illinois,IL,Effingham,17,047,49.47,77.45
Illinois,IL,Fayette,17,049,58.65,77.45
Illinois,IL,Ford,17,051,49.31,77.45
Illinois,IL,Franklin,17,053,63.75,77.45
Illinois,IL,Fulton,17,055,76.87,77.45
Illinois,IL,Gallatin,17,057,82.47,77.45
Illinois,IL,Greene,17,059,55.00,77.45
Illinois,IL,Grundy,17,061,85.00,77.45
Illinois,IL,Hamilton,17,063,57.50,77.45
Illinois,IL,Hancock,17,065,60.98,77.45
Illinois,IL,Hardin,17,067,94.95,77.45
Illinois,IL,Henderson,17,069,57.48,77.45
Illinois,IL,Henry,17,071,69.70,77.45
Illinois,IL,Iroquois,17,073,58.25,77.45
Illinois,IL,Jackson,17,075,57.50,77.45
Illinois,IL,Jasper,17,077,57.98,77.45
Illinois,IL,Jefferson,17,079,66.18,77.45
Illinois,IL,Jersey,17,081,61.66,77.45
Illinois,IL,Jo Daviess,17,083,69.99,77.45
Illinois,IL,Johnson,17,085,94.95,77.45
Illinois,IL,Kane,17,087,62.49,77.45
Illinois,IL,Kankakee,17,089,66.66,77.45
Illinois,IL,Kendall,17,091,100.82,77.45
Illinois,IL,Knox,17,093,87.34,77.45
Illinois,IL,Lake,17,095,66.32,77.45
Illinois,IL,LaSalle,17,097,82.49,77.45
Illinois,IL,Lawrence,17,099,55.00,77.45
Illinois,IL,Lee,17,101,64.97,77.45
Illinois,IL,Livingston,17,103,54.97,77.45
Illinois,IL,Logan,17,105,79.99,77.45
Illinois,IL,Macon,17,107,58.25,77.45
Illinois,IL,Macoupin,17,115,51.00,77.45
Illinois,IL,Madison,17,117,58.73,77.45
Illinois,IL,Marion,17,119,65.19,77.45
Illinois,IL,Marshall,17,121,43.97,77.45
Illinois,IL,Mason,17,123,69.30,77.45
Illinois,IL,Massac,17,125,87.47,77.45
Illinois,IL,McDonough,17,127,67.97,77.45
Illinois,IL,McHenry,17,109,66.40,77.45
Illinois,IL,McLean,17,111,55.47,77.45
Illinois,IL,Menard,17,113,61.32,77.45
Illinois,IL,Mercer,17,129,63.12,77.45
Illinois,IL,Monroe,17,131,61.98,77.45
Illinois,IL,Montgomery,17,133,53.23,77.45
Illinois,IL,Morgan,17,135,37.99,77.45
Illinois,IL,Moultrie,17,137,66.98,77.45
Illinois,IL,Ogle,17,139,79.99,77.45
Illinois,IL,Peoria,17,141,64.92,77.45
Illinois,IL,Perry,17,143,57.50,77.45
Illinois,IL,Piatt,17,145,37.99,77.45
Illinois,IL,Pike,17,147,62.45,77.45
Illinois,IL,Pope,17,149,87.47,77.45
Illinois,IL,Pulaski,17,151,59.99,77.45
Illinois,IL,Putnam,17,153,65.00,77.45
Illinois,IL,Randolph,17,155,53.30,77.45
Illinois,IL,Richland,17,157,57.98,77.45
Illinois,IL,Rock Island,17,159,59.24,77.45
Illinois,IL,Saline,17,161,78.31,77.45
Illinois,IL,Sangamon,17,165,61.32,77.45
Illinois,IL,Schuyler,17,167,58.97,77.45
Illinois,IL,Scott,17,169,55.00,77.45
Illinois,IL,Shelby,17,171,46.50,77.45
Illinois,IL,Saint Clair,17,173,58.32,77.45
Illinois,IL,Stark,17,175,89.80,77.45
Illinois,IL,Stephenson,17,163,70.00,77.45
Illinois,IL,Tazewell,17,177,61.97,77.45
Illinois,IL,Union,17,179,55.00,77.45
Illinois,IL,Vermilion,17,181,58.25,77.45
Illinois,IL,Wabash,17,183,57.98,77.45
Illinois,IL,Warren,17,185,66.65,77.45
Illinois,IL,Washington,17,187,66.25,77.45
Illinois,IL,Wayne,17,189,58.65,77.45
Illinois,IL,White,17,191,74.99,77.45
Illinois,IL,Whiteside,17,193,58.99,77.45
Illinois,IL,Will,17,195,75.32,77.45
Illinois,IL,Williamson,17,197,59.99,77.45
Illinois,IL,Winnebago,17,199,67.59,77.45
Illinois,IL,Woodford,17,201,62.97,77.45
Indiana,IN,Adams,17,203,67.48,81.29
Indiana,IN,Allen,18,001,65.00,81.29
Indiana,IN,Bartholomew,18,003,103.32,81.29
Indiana,IN,Benton,18,005,70.00,81.29
Indiana,IN,Blackford,18,007,63.31,81.29
Indiana,IN,Boone,18,009,61.35,81.29
Indiana,IN,Brown,18,011,59.16,81.29
Indiana,IN,Carroll,18,013,65.24,81.29
Indiana,IN,Cass,18,015,63.97,81.29
Indiana,IN,Clark,18,017,64.98,81.29
Indiana,IN,Clay,18,019,57.50,81.29
Indiana,IN,Clinton,18,021,59.85,81.29
Indiana,IN,Crawford,18,023,61.19,81.29
Indiana,IN,Daviess,18,025,63.70,81.29
Indiana,IN,Dearborn,18,027,59.98,81.29
Indiana,IN,Decatur,18,029,68.97,81.29
Indiana,IN,DeKalb,18,031,59.98,81.29
Indiana,IN,Delaware,18,033,66.66,81.29
Indiana,IN,Dubois,18,035,61.24,81.29
Indiana,IN,Elkhart,18,037,56.64,81.29
Indiana,IN,Fayette,18,039,68.31,81.29
Indiana,IN,Floyd,18,041,61.98,81.29
Indiana,IN,Fountain,18,043,65.24,81.29
Indiana,IN,Franklin,18,045,62.49,81.29
Indiana,IN,Fulton,18,047,63.31,81.29
Indiana,IN,Gibson,18,049,63.19,81.29
Indiana,IN,Grant,18,051,64.98,81.29
Indiana,IN,Greene,18,053,57.99,81.29
Indiana,IN,Hamilton,18,055,60.98,81.29
Indiana,IN,Hancock,18,057,69.00,81.29
Indiana,IN,Harrison,18,059,66.64,81.29
Indiana,IN,Hendricks,18,061,60.10,81.29
Indiana,IN,Henry,18,063,66.24,81.29
Indiana,IN,Howard,18,065,61.25,81.29
Indiana,IN,Huntington,18,067,74.99,81.29
Indiana,IN,Jackson,18,069,59.26,81.29
Indiana,IN,Jasper,18,071,79.99,81.29
Indiana,IN,Jay,18,073,63.98,81.29
Indiana,IN,Jefferson,18,075,59.97,81.29
Indiana,IN,Jennings,18,077,63.31,81.29
Indiana,IN,Johnson,18,079,57.49,81.29
Indiana,IN,Knox,18,081,59.18,81.29
Indiana,IN,Kosciusko,18,083,59.97,81.29
Indiana,IN,LaGrange,18,085,62.47,81.29
Indiana,IN,Lake,18,087,66.66,81.29
Indiana,IN,LaPorte,18,089,64.75,81.29
Indiana,IN,Lawrence,18,091,63.32,81.29
Indiana,IN,Madison,18,093,71.25,81.29
Indiana,IN,Marion,18,095,59.76,81.29
Indiana,IN,Marshall,18,097,62.47,81.29
Indiana,IN,Martin,18,099,63.99,81.29
Indiana,IN,Miami,18,101,57.47,81.29
Indiana,IN,Monroe,18,103,57.85,81.29
Indiana,IN,Montgomery,18,105,63.18,81.29
Indiana,IN,Morgan,18,107,62.62,81.29
Indiana,IN,Newton,18,109,71.66,81.29
Indiana,IN,Noble,18,111,61.65,81.29
Indiana,IN,Ohio,18,113,74.97,81.29
Indiana,IN,Orange,18,115,57.74,81.29
Indiana,IN,Owen,18,117,61.00,81.29
Indiana,IN,Parke,18,119,54.98,81.29
Indiana,IN,Perry,18,121,64.98,81.29
Indiana,IN,Pike,18,123,61.63,81.29
Indiana,IN,Porter,18,125,66.66,81.29
Indiana,IN,Posey,18,127,65.99,81.29
Indiana,IN,Pulaski,18,129,79.99,81.29
Indiana,IN,Putnam,18,131,59.32,81.29
Indiana,IN,Randolph,18,133,69.99,81.29
Indiana,IN,Ripley,18,135,74.97,81.29
Indiana,IN,Rush,18,137,70.24,81.29
Indiana,IN,Scott,18,139,66.24,81.29
Indiana,IN,Shelby,18,143,65.85,81.29
Indiana,IN,Spencer,18,145,65.99,81.29
Indiana,IN,Saint Joseph,18,147,62.49,81.29
Indiana,IN,Starke,18,149,70.00,81.29
Indiana,IN,Steuben,18,151,74.95,81.29
Indiana,IN,Sullivan,18,141,61.00,81.29
Indiana,IN,Switzerland,18,153,69.97,81.29
Indiana,IN,Tippecanoe,18,155,62.26,81.29
Indiana,IN,Tipton,18,157,63.19,81.29
Indiana,IN,Union,18,159,69.99,81.29
Indiana,IN,Vanderburgh,18,161,65.00,81.29
Indiana,IN,Vermillion,18,163,65.00,81.29
Indiana,IN,Vigo,18,165,62.50,81.29
Indiana,IN,Wabash,18,167,63.31,81.29
Indiana,IN,Warren,18,169,70.00,81.29
Indiana,IN,Warrick,18,171,61.24,81.29
Indiana,IN,Washington,18,173,62.96,81.29
Indiana,IN,Wayne,18,175,66.64,81.29
Indiana,IN,Wells,18,177,71.32,81.29
Indiana,IN,White,18,179,79.99,81.29
Indiana,IN,Whitley,18,181,79.99,81.29
Iowa,IA,Adair,18,183,63.70,93.15
Iowa,IA,Adams,19,001,69.95,93.15
Iowa,IA,Allamakee,19,003,63.96,93.15
Iowa,IA,Appanoose,19,005,77.48,93.15
Iowa,IA,Audubon,19,007,79.95,93.15
Iowa,IA,Benton,19,009,65.05,93.15
Iowa,IA,Black Hawk,19,011,64.02,93.15
Iowa,IA,Boone,19,013,61.38,93.15
Iowa,IA,Bremer,19,015,65.52,93.15
Iowa,IA,Buchanan,19,017,61.85,93.15
Iowa,IA,Buena Vista,19,019,76.45,93.15
Iowa,IA,Butler,19,021,66.85,93.15
Iowa,IA,Calhoun,19,023,78.62,93.15
Iowa,IA,Carroll,19,025,78.11,93.15
Iowa,IA,Cass,19,027,63.70,93.15
Iowa,IA,Cedar,19,029,59.39,93.15
Iowa,IA,Cerro Gordo,19,031,67.97,93.15
Iowa,IA,Cherokee,19,033,72.15,93.15
Iowa,IA,Chickasaw,19,035,84.95,93.15
Iowa,IA,Clarke,19,037,77.72,93.15
Iowa,IA,Clay,19,039,77.09,93.15
Iowa,IA,Clayton,19,041,62.10,93.15
Iowa,IA,Clinton,19,043,56.97,93.15
Iowa,IA,Crawford,19,045,75.37,93.15
Iowa,IA,Dallas,19,047,68.83,93.15
Iowa,IA,Davis,19,049,79.95,93.15
Iowa,IA,Decatur,19,051,72.48,93.15
Iowa,IA,Delaware,19,053,57.48,93.15
Iowa,IA,Des Moines,19,055,67.00,93.15
Iowa,IA,Dickinson,19,057,77.71,93.15
Iowa,IA,Dubuque,19,059,56.30,93.15
Iowa,IA,Emmet,19,061,105.95,93.15
Iowa,IA,Fayette,19,063,55.59,93.15
Iowa,IA,Floyd,19,065,89.95,93.15
Iowa,IA,Franklin,19,067,49.98,93.15
Iowa,IA,Fremont,19,069,71.17,93.15
Iowa,IA,Greene,19,071,94.15,93.15
Iowa,IA,Grundy,19,073,55.83,93.15
Iowa,IA,Guthrie,19,075,71.95,93.15
Iowa,IA,Hamilton,19,077,64.95,93.15
Iowa,IA,Hancock,19,079,67.45,93.15
Iowa,IA,Hardin,19,081,65.23,93.15
Iowa,IA,Harrison,19,083,79.95,93.15
Iowa,IA,Henry,19,085,67.00,93.15
Iowa,IA,Howard,19,087,73.28,93.15
Iowa,IA,Humboldt,19,089,70.37,93.15
Iowa,IA,Ida,19,091,87.45,93.15
Iowa,IA,Iowa,19,093,85.95,93.15
Iowa,IA,Jackson,19,095,56.46,93.15
Iowa,IA,Jasper,19,097,64.97,93.15
Iowa,IA,Jefferson,19,099,74.00,93.15
Iowa,IA,Johnson,19,101,69.96,93.15
Iowa,IA,Jones,19,103,65.27,93.15
Iowa,IA,Keokuk,19,105,111.95,93.15
Iowa,IA,Kossuth,19,107,70.84,93.15
Iowa,IA,Lee,19,109,77.48,93.15
Iowa,IA,Linn,19,111,66.76,93.15
Iowa,IA,Louisa,19,113,60.49,93.15
Iowa,IA,Lucas,19,115,70.50,93.15
Iowa,IA,Lyon,19,117,64.95,93.15
Iowa,IA,Madison,19,119,75.79,93.15
Iowa,IA,Mahaska,19,121,58.00,93.15
Iowa,IA,Marion,19,123,77.11,93.15
Iowa,IA,Marshall,19,125,77.45,93.15
Iowa,IA,Mills,19,127,69.37,93.15
Iowa,IA,Mitchell,19,129,73.70,93.15
Iowa,IA,Monona,19,131,74.99,93.15
Iowa,IA,Monroe,19,133,70.31,93.15
Iowa,IA,Montgomery,19,135,90.82,93.15
Iowa,IA,Muscatine,19,137,64.34,93.15
Iowa,IA,O'Brien,19,139,67.62,93.15
Iowa,IA,Osceola,19,141,69.71,93.15
Iowa,IA,Page,19,143,81.63,93.15
Iowa,IA,Palo Alto,19,145,83.62,93.15
Iowa,IA,Plymouth,19,147,70.13,93.15
Iowa,IA,Pocahontas,19,149,63.08,93.15
Iowa,IA,Polk,19,151,69.35,93.15
Iowa,IA,Pottawattamie,19,153,71.27,93.15
Iowa,IA,Poweshiek,19,155,62.48,93.15
Iowa,IA,Ringgold,19,157,88.78,93.15
Iowa,IA,Sac,19,159,87.47,93.15
Iowa,IA,Scott,19,161,65.55,93.15
Iowa,IA,Shelby,19,163,75.46,93.15
Iowa,IA,Sioux,19,165,61.20,93.15
Iowa,IA,Story,19,167,65.16,93.15
Iowa,IA,Tama,19,169,64.95,93.15
Iowa,IA,Taylor,19,171,80.82,93.15
Iowa,IA,Union,19,173,74.77,93.15
Iowa,IA,Van Buren,19,175,74.95,93.15
Iowa,IA,Wapello,19,177,74.63,93.15
Iowa,IA,Warren,19,179,73.30,93.15
Iowa,IA,Washington,19,181,83.76,93.15
Iowa,IA,Wayne,19,183,72.48,93.15
Iowa,IA,Webster,19,185,64.20,93.15
Iowa,IA,Winnebago,19,187,80.20,93.15
Iowa,IA,Winneshiek,19,189,67.46,93.15
Iowa,IA,Woodbury,19,191,69.70,93.15
Iowa,IA,Worth,19,193,82.45,93.15
Iowa,IA,Wright,19,195,64.95,93.15
Kansas,KS,Allen,19,197,62.75,83.14
Kansas,KS,Anderson,20,001,45.50,83.14
Kansas,KS,Atchison,20,003,47.98,83.14
Kansas,KS,Barber,20,005,61.59,83.14
Kansas,KS,Barton,20,007,61.52,83.14
Kansas,KS,Bourbon,20,009,53.66,83.14
Kansas,KS,Brown,20,011,71.97,83.14
Kansas,KS,Butler,20,013,57.66,83.14
Kansas,KS,Chase,20,015,51.25,83.14
Kansas,KS,Chautauqua,20,017,60.00,83.14
Kansas,KS,Cherokee,20,019,61.50,83.14
Kansas,KS,Cheyenne,20,021,60.02,83.14
Kansas,KS,Clark,20,023,60.00,83.14
Kansas,KS,Clay,20,025,58.65,83.14
Kansas,KS,Cloud,20,027,63.97,83.14
Kansas,KS,Coffey,20,029,58.66,83.14
Kansas,KS,Comanche,20,031,98.98,83.14
Kansas,KS,Cowley,20,033,67.19,83.14
Kansas,KS,Crawford,20,035,63.66,83.14
Kansas,KS,Decatur,20,037,57.65,83.14
Kansas,KS,Dickinson,20,039,50.33,83.14
Kansas,KS,Doniphan,20,041,53.72,83.14
Kansas,KS,Douglas,20,043,57.19,83.14
Kansas,KS,Edwards,20,045,58.65,83.14
Kansas,KS,Elk,20,047,82.50,83.14
Kansas,KS,Ellis,20,049,59.77,83.14
Kansas,KS,Ellsworth,20,051,75.97,83.14
Kansas,KS,Finney,20,053,71.19,83.14
Kansas,KS,Ford,20,055,84.20,83.14
Kansas,KS,Franklin,20,057,48.20,83.14
Kansas,KS,Geary,20,059,61.99,83.14
Kansas,KS,Gove,20,061,63.49,83.14
Kansas,KS,Graham,20,063,62.95,83.14
Kansas,KS,Grant,20,065,78.66,83.14
Kansas,KS,Gray,20,067,70.25,83.14
Kansas,KS,Greeley,20,069,79.99,83.14
Kansas,KS,Greenwood,20,071,56.49,83.14
Kansas,KS,Hamilton,20,073,84.99,83.14
Kansas,KS,Harper,20,075,69.65,83.14
Kansas,KS,Harvey,20,077,63.66,83.14
Kansas,KS,Haskell,20,079,77.00,83.14
Kansas,KS,Hodgeman,20,081,86.24,83.14
Kansas,KS,Jackson,20,083,61.95,83.14
Kansas,KS,Jefferson,20,085,60.98,83.14
Kansas,KS,Jewell,20,087,57.22,83.14
Kansas,KS,Johnson,20,089,67.61,83.14
Kansas,KS,Kearny,20,091,74.99,83.14
Kansas,KS,Kingman,20,093,80.72,83.14
Kansas,KS,Kiowa,20,095,68.22,83.14
Kansas,KS,Labette,20,097,63.00,83.14
Kansas,KS,Lane,20,099,65.00,83.14
Kansas,KS,Leavenworth,20,101,57.32,83.14
Kansas,KS,Lincoln,20,103,56.47,83.14
Kansas,KS,Linn,20,105,83.75,83.14
Kansas,KS,Logan,20,107,62.50,83.14
Kansas,KS,Lyon,20,109,55.85,83.14
Kansas,KS,Marion,20,111,49.00,83.14
Kansas,KS,Marshall,20,115,55.17,83.14
Kansas,KS,McPherson,20,117,57.00,83.14
Kansas,KS,Meade,20,113,,83.14
Kansas,KS,Miami,20,119,70.85,83.14
Kansas,KS,Mitchell,20,121,57.77,83.14
Kansas,KS,Montgomery,20,123,61.50,83.14
Kansas,KS,Morris,20,125,50.33,83.14
Kansas,KS,Morton,20,127,102.32,83.14
Kansas,KS,Nemaha,20,129,62.96,83.14
Kansas,KS,Neosho,20,131,60.25,83.14
Kansas,KS,Ness,20,133,58.32,83.14
Kansas,KS,Norton,20,135,57.65,83.14
Kansas,KS,Osage,20,137,63.00,83.14
Kansas,KS,Osborne,20,139,55.70,83.14
Kansas,KS,Ottawa,20,141,55.31,83.14
Kansas,KS,Pawnee,20,143,56.47,83.14
Kansas,KS,Phillips,20,145,61.48,83.14
Kansas,KS,Pottawatomie,20,147,56.34,83.14
Kansas,KS,Pratt,20,149,71.99,83.14
Kansas,KS,Rawlins,20,151,61.99,83.14
Kansas,KS,Reno,20,153,55.25,83.14
Kansas,KS,Republic,20,155,63.21,83.14
Kansas,KS,Rice,20,157,70.14,83.14
Kansas,KS,Riley,20,159,57.61,83.14
Kansas,KS,Rooks,20,161,57.63,83.14
Kansas,KS,Rush,20,163,54.57,83.14
Kansas,KS,Russell,20,165,71.46,83.14
Kansas,KS,Saline,20,167,62.22,83.14
Kansas,KS,Scott,20,169,67.75,83.14
Kansas,KS,Sedgwick,20,171,58.59,83.14
Kansas,KS,Seward,20,173,60.25,83.14
Kansas,KS,Shawnee,20,175,71.37,83.14
Kansas,KS,Sheridan,20,177,62.65,83.14
Kansas,KS,Sherman,20,179,62.50,83.14
Kansas,KS,Smith,20,181,61.48,83.14
Kansas,KS,Stafford,20,183,60.14,83.14
Kansas,KS,Stanton,20,185,84.99,83.14
Kansas,KS,Stevens,20,187,78.66,83.14
Kansas,KS,Sumner,20,189,72.16,83.14
Kansas,KS,Thomas,20,191,63.49,83.14
Kansas,KS,Trego,20,193,56.45,83.14
Kansas,KS,Wabaunsee,20,195,48.97,83.14
Kansas,KS,Wallace,20,197,72.50,83.14
Kansas,KS,Washington,20,199,60.97,83.14
Kansas,KS,Wichita,20,201,72.50,83.14
Kansas,KS,Wilson,20,203,51.50,83.14
Kansas,KS,Woodson,20,205,62.00,83.14
Kansas,KS,Wyandotte,20,207,68.08,83.14
Kentucky,KY,Adair,20,209,66.65,77.72
Kentucky,KY,Allen,21,001,62.49,77.72
Kentucky,KY,Anderson,21,003,70.74,77.72
Kentucky,KY,Ballard,21,005,67.99,77.72
Kentucky,KY,Barren,21,007,75.00,77.72
Kentucky,KY,Bath,21,009,70.72,77.72
Kentucky,KY,Bell,21,011,70.74,77.72
Kentucky,KY,Boone,21,013,49.99,77.72
Kentucky,KY,Bourbon,21,015,70.74,77.72
Kentucky,KY,Boyd,21,017,62.72,77.72
Kentucky,KY,Boyle,21,019,70.74,77.72
Kentucky,KY,Bracken,21,021,59.99,77.72
Kentucky,KY,Breathitt,21,023,67.47,77.72
Kentucky,KY,Breckinridge,21,025,68.22,77.72
Kentucky,KY,Bullitt,21,027,75.73,77.72
Kentucky,KY,Butler,21,029,74.58,77.72
Kentucky,KY,Caldwell,21,031,74.31,77.72
Kentucky,KY,Calloway,21,033,73.61,77.72
Kentucky,KY,Campbell,21,035,57.49,77.72
Kentucky,KY,Carlisle,21,037,89.90,77.72
Kentucky,KY,Carroll,21,039,65.73,77.72
Kentucky,KY,Carter,21,041,56.23,77.72
Kentucky,KY,Casey,21,043,59.97,77.72
Kentucky,KY,Christian,21,045,72.59,77.72
Kentucky,KY,Clark,21,047,70.48,77.72
Kentucky,KY,Clay,21,049,52.97,77.72
Kentucky,KY,Clinton,21,051,60.00,77.72
Kentucky,KY,Crittenden,21,053,72.22,77.72
Kentucky,KY,Cumberland,21,055,49.95,77.72
Kentucky,KY,Daviess,21,057,70.74,77.72
Kentucky,KY,Edmonson,21,059,70.00,77.72
Kentucky,KY,Elliott,21,061,64.97,77.72
Kentucky,KY,Estill,21,063,66.36,77.72
Kentucky,KY,Fayette,21,065,62.23,77.72
Kentucky,KY,Fleming,21,067,69.99,77.72
Kentucky,KY,Floyd,21,069,68.04,77.72
Kentucky,KY,Franklin,21,071,67.82,77.72
Kentucky,KY,Fulton,21,073,74.31,77.72
Kentucky,KY,Gallatin,21,075,49.99,77.72
Kentucky,KY,Garrard,21,077,65.00,77.72
Kentucky,KY,Grant,21,079,55.98,77.72
Kentucky,KY,Graves,21,081,75.47,77.72
Kentucky,KY,Grayson,21,083,69.80,77.72
Kentucky,KY,Green,21,085,75.00,77.72
Kentucky,KY,Greenup,21,087,71.96,77.72
Kentucky,KY,Hancock,21,089,72.97,77.72
Kentucky,KY,Hardin,21,091,67.15,77.72
Kentucky,KY,Harlan,21,093,74.37,77.72
Kentucky,KY,Harrison,21,095,60.58,77.72
Kentucky,KY,Hart,21,097,70.00,77.72
Kentucky,KY,Henderson,21,099,74.31,77.72
Kentucky,KY,Henry,21,101,74.31,77.72
Kentucky,KY,Hickman,21,103,80.95,77.72
Kentucky,KY,Hopkins,21,105,75.73,77.72
Kentucky,KY,Jackson,21,107,35.95,77.72
Kentucky,KY,Jefferson,21,109,65.98,77.72
Kentucky,KY,Jessamine,21,111,69.99,77.72
Kentucky,KY,Johnson,21,113,64.58,77.72
Kentucky,KY,Kenton,21,115,57.49,77.72
Kentucky,KY,Knott,21,117,64.97,77.72
Kentucky,KY,Knox,21,119,64.59,77.72
Kentucky,KY,Larue,21,121,74.59,77.72
Kentucky,KY,Laurel,21,123,66.48,77.72
Kentucky,KY,Lawrence,21,125,62.58,77.72
Kentucky,KY,Lee,21,127,61.77,77.72
Kentucky,KY,Leslie,21,129,63.97,77.72
Kentucky,KY,Letcher,21,131,70.37,77.72
Kentucky,KY,Lewis,21,133,71.96,77.72
Kentucky,KY,Lincoln,21,135,75.73,77.72
Kentucky,KY,Livingston,21,137,74.72,77.72
Kentucky,KY,Logan,21,139,63.57,77.72
Kentucky,KY,Lyon,21,141,76.48,77.72
Kentucky,KY,Madison,21,143,67.15,77.72
Kentucky,KY,Magoffin,21,151,52.47,77.72
Kentucky,KY,Marion,21,153,74.59,77.72
Kentucky,KY,Marshall,21,155,78.57,77.72
Kentucky,KY,Martin,21,157,62.65,77.72
Kentucky,KY,Mason,21,159,65.73,77.72
Kentucky,KY,McCracken,21,161,76.64,77.72
Kentucky,KY,McCreary,21,145,105.00,77.72
Kentucky,KY,McLean,21,147,75.73,77.72
Kentucky,KY,Meade,21,149,68.58,77.72
Kentucky,KY,Menifee,21,163,64.97,77.72
Kentucky,KY,Mercer,21,165,75.73,77.72
Kentucky,KY,Metcalfe,21,167,70.00,77.72
Kentucky,KY,Monroe,21,169,66.65,77.72
Kentucky,KY,Montgomery,21,171,70.74,77.72
Kentucky,KY,Morgan,21,173,59.95,77.72
Kentucky,KY,Muhlenberg,21,175,75.72,77.72
Kentucky,KY,Nelson,21,177,67.03,77.72
Kentucky,KY,Nicholas,21,179,74.31,77.72
Kentucky,KY,Ohio,21,181,74.31,77.72
Kentucky,KY,Oldham,21,183,70.74,77.72
Kentucky,KY,Owen,21,185,58.81,77.72
Kentucky,KY,Owsley,21,187,43.97,77.72
Kentucky,KY,Pendleton,21,189,49.98,77.72
Kentucky,KY,Perry,21,191,69.31,77.72
Kentucky,KY,Pike,21,193,71.06,77.72
Kentucky,KY,Powell,21,195,70.74,77.72
Kentucky,KY,Pulaski,21,197,64.98,77.72
Kentucky,KY,Robertson,21,199,60.00,77.72
Kentucky,KY,Rockcastle,21,201,52.97,77.72
