region_id,metro_name,state_fips,state_abbr,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024,1/31/2025,2/28/2025,3/31/2025,4/30/2025,5/31/2025,6/30/2025,7/31/2025,8/31/2025,9/30/2025,10/31/2025,11/30/2025,12/31/2025,1/31/2026,2/28/2026,3/31/2026
753895,Lafayette,18,IN,1236.46,1233.57,1239.78,1249.56,1255.94,1261.97,1271.85,1279.72,1300.30,1302.63,1300.80,1277.92,1279.14,1282.50,1293.11,1300.71,1308.37,1317.90,1327.74,1324.97,1338.34,1335.91,1345.16,1335.93,1333.79,1332.53,1333.77
394454,Champaign,17,IL,1198.21,1225.07,1223.17,1227.47,1227.54,1246.77,1253.37,1257.01,1264.95,1270.52,1281.59,1284.95,1291.40,1294.28,1296.26,1296.35,1306.10,1311.63,1324.86,1335.88,1343.96,1355.92,1354.38,1356.40,1349.04,1356.31,1358.48
394848,Medford,41,OR,1580.67,1586.64,1601.04,1621.47,1615.80,1623.36,1635.51,1648.39,1655.82,1646.13,1650.21,1659.39,1672.64,1687.48,1681.04,1689.16,1694.55,1698.50,1688.67,1678.98,1696.48,1704.50,1724.60,1716.36,1726.32,1722.76,1729.34
845164,Lebanon,33,NH,1812.18,1842.24,1871.49,1880.52,1883.13,1896.31,1907.99,1918.42,1849.31,1862.25,1867.61,1945.21,1933.01,1949.18,1952.73,1976.42,1970.24,1989.67,2003.84,1993.71,1984.24,1987.91,2022.45,2006.59,2012.15,2003.64,2056.26
394459,Charlottesville,51,VA,1824.80,1836.43,1870.00,1896.22,1915.57,1933.22,1948.02,1943.24,1932.03,1918.44,1916.29,1918.31,1917.13,1936.65,1951.69,1973.31,1987.38,2004.49,2019.48,2014.67,2010.13,1995.46,1984.83,1975.05,1981.88,1997.26,2013.58
394763,Lake Charles,22,LA,1004.81,1000.15,998.00,1014.45,1038.30,1051.79,1052.81,1045.96,1048.38,1047.22,1032.43,1032.59,1033.02,1041.44,1050.22,1052.08,1066.29,1063.68,1073.78,1081.98,1086.75,1087.28,1096.94,1121.28,1136.86,1143.75,1147.11
394773,Las Cruces,35,NM,1315.06,1324.61,1337.28,1346.04,1339.16,1349.10,1352.05,1362.93,1360.50,1357.70,1344.39,1341.58,1347.34,1356.34,1363.71,1368.73,1375.66,1379.43,1384.72,1389.36,1388.56,1390.56,1380.32,1378.20,1381.46,1392.83,1399.51
394464,Chico,06,CA,1505.05,1514.47,1521.61,1519.28,1523.81,1526.49,1543.03,1561.36,1578.01,1572.65,1561.37,1546.58,1547.12,1553.96,1567.64,1571.47,1575.41,1580.98,1595.68,1600.88,1603.90,1604.13,1611.63,1613.28,1604.56,1609.10,1613.74
394681,Hilton Head Island,45,SC,2018.79,2045.71,2044.12,2060.49,2060.35,2078.43,2076.19,2074.69,2065.49,2064.78,2072.71,2063.75,2064.34,2046.57,2044.45,2045.13,2068.69,2093.67,2095.73,2081.24,2066.59,2066.41,2065.85,2063.47,2056.35,2066.19,2081.92
394346,Athens,13,GA,1646.47,1643.75,1657.80,1673.67,1687.72,1691.03,1693.20,1692.93,1692.41,1698.59,1703.07,1703.57,1706.32,1701.69,1705.25,1705.39,1714.60,1704.17,1703.81,1704.35,1729.70,1746.08,1749.88,1742.26,1739.50,1742.39,1757.85
394765,Lake Havasu City,04,AZ,1410.39,1412.63,1428.90,1432.19,1436.74,1437.13,1439.76,1442.62,1454.76,1462.81,1461.31,1454.11,1454.81,1468.06,1477.60,1475.25,1470.54,1473.49,1483.12,1486.96,1477.64,1481.62,1479.03,1484.52,1479.98,1482.34,1488.98
394485,Columbia,29,MO,1227.01,1235.31,1251.05,1261.33,1275.50,1280.60,1295.88,1294.67,1299.23,1294.99,1301.70,1311.01,1322.96,1348.87,1353.43,1359.95,1357.53,1358.76,1363.38,1344.47,1352.70,1360.80,1391.44,1385.15,1400.09,1412.99,1440.88
