state,state_abbr,state_fips,msa_code,metro_name,adult_1_children_0,adult_1_children_1,adult_1_children_2,adult_1_children_3,adults_2_children_0,adults_2_children_1,adults_2_children_2,adults_2_children_3
South Carolina,SC,45,25940,Hilton Head Island-Bluffton-Port Royal,4707,6905,10345,13769,8629,10709,13775,16807
South Carolina,SC,45,17900,Columbia,4205,6169,9243,12302,7710,9568,12307,15016
South Carolina,SC,45,24860,Greenville-Anderson-Greer,4247,6230,9335,12424,7786,9663,12429,15165
South Carolina,SC,45,34820,Myrtle Beach-Conway-North Myrtle Beach,4241,6222,9322,12407,7776,9650,12413,15144
South Carolina,SC,45,16700,Charleston-North Charleston,4606,6756,10123,13473,8444,10479,13479,16446
South Dakota,SD,46,43620,Sioux Falls,4449,6527,9780,13016,8157,10124,13022,15888
South Dakota,SD,46,39660,Rapid City,4301,6309,9453,12581,7885,9785,12586,15356
Tennessee,TN,47,28940,Knoxville,4553,6679,10007,13318,8347,10359,13324,16257
Tennessee,TN,47,17420,Cleveland,4452,6530,9784,13022,8161,10129,13028,15895
Tennessee,TN,47,34100,Morristown,4174,6123,9175,12211,7653,9498,12216,14905
Tennessee,TN,47,34980,Nashville-Davidson--Murfreesboro--Franklin,4682,6868,10290,13695,8583,10652,13701,16716
Tennessee,TN,47,27180,Jackson,4167,6112,9158,12188,7639,9480,12194,14878
Tennessee,TN,47,27740,Johnson City,4351,6383,9563,12728,7977,9899,12733,15536
Tennessee,TN,47,32820,Memphis,4373,6416,9613,12794,8018,9951,12800,15616
Tennessee,TN,47,16860,Chattanooga,4525,6639,9947,13238,8297,10297,13244,16159
Tennessee,TN,47,17300,Clarksville,4257,6245,9357,12453,7804,9686,12459,15200
Tennessee,TN,47,28700,Kingsport-Bristol,4194,6152,9217,12267,7688,9541,12273,14974
Texas,TX,48,29700,Laredo,3645,5348,8012,10664,6683,8294,10669,13017
Texas,TX,48,43300,Sherman-Denison,3937,5776,8654,11518,7219,8959,11523,14060
Texas,TX,48,11100,Amarillo,4046,5935,8893,11836,7418,9206,11841,14447
Texas,TX,48,21340,El Paso,3739,5485,8218,10937,6855,8507,10942,13350
Texas,TX,48,19100,Dallas-Fort Worth-Arlington,4131,6060,9080,12085,7574,9400,12090,14751
Texas,TX,48,48660,Wichita Falls,3961,5810,8706,11587,7262,9012,11592,14143
Texas,TX,48,47380,Waco,3667,5380,8060,10728,6723,8344,10732,13094
Texas,TX,48,32580,McAllen-Edinburg-Mission,3412,5005,7499,9980,6255,7763,9985,12182
Texas,TX,48,46340,Tyler,4019,5896,8834,11758,7369,9145,11763,14352
Texas,TX,48,15180,Brownsville-Harlingen,3412,5005,7499,9980,6255,7763,9985,12182
Texas,TX,48,10180,Abilene,3926,5759,8629,11484,7197,8932,11489,14018
Texas,TX,48,45500,Texarkana,3863,5667,8490,11300,7082,8789,11305,13793
Texas,TX,48,20580,Eagle Pass,3318,4868,7293,9707,6083,7550,9711,11848
Texas,TX,48,12420,Austin-Round Rock-San Marcos,4047,5937,8895,11839,7420,9208,11845,14451
Texas,TX,48,28660,Killeen-Temple,3661,5370,8047,10709,6712,8330,10714,13072
Texas,TX,48,36220,Odessa,3762,5519,8269,11006,6897,8560,11011,13434
Texas,TX,48,41660,San Angelo,3610,5296,7935,10561,6619,8214,10566,12891
Texas,TX,48,18580,Corpus Christi,3737,5482,8213,10931,6851,8502,10936,13343
Texas,TX,48,13140,Beaumont-Port Arthur,3778,5542,8304,11052,6926,8596,11057,13490
Texas,TX,48,41700,San Antonio-New Braunfels,3597,5277,7906,10523,6595,8184,10527,12844
Texas,TX,48,47020,Victoria,3382,4961,7433,9893,6200,7695,9898,12076
Texas,TX,48,26420,Houston-Pasadena-The Woodlands,3895,5714,8562,11395,7142,8863,11400,13909
Texas,TX,48,33260,Midland,3902,5725,8577,11416,7154,8879,11421,13934
Texas,TX,48,31180,Lubbock,4046,5935,8893,11836,7418,9206,11841,14447
Texas,TX,48,30980,Longview,3827,5615,8412,11196,7017,8708,11201,13666
Texas,TX,48,17780,College Station-Bryan,3821,5605,8398,11177,7005,8693,11182,13642
Utah,UT,49,30860,Logan,4183,6136,9193,12235,7668,9516,12241,14934
Utah,UT,49,36260,Ogden,4264,6255,9372,12473,7817,9701,12479,15225
Utah,UT,49,41620,Salt Lake City-Murray,4305,6315,9462,12593,7892,9795,12599,15371
Utah,UT,49,39340,Provo-Orem-Lehi,4171,6119,9168,12202,7647,9491,12207,14894
Utah,UT,49,41100,Saint George,4475,6565,9836,13091,8204,10182,13096,15979
Vermont,VT,50,15540,Burlington-South Burlington,4920,7218,10815,14393,9021,11195,14400,17569
Virginia,VA,51,40220,Roanoke,4260,6249,9363,12462,7810,9693,12467,15211
Virginia,VA,51,25500,Harrisonburg,4059,5955,8922,11875,7442,9236,11880,14494
Virginia,VA,51,16820,Charlottesville,4730,6939,10397,13838,8672,10763,13844,16891
Virginia,VA,51,44420,Staunton-Stuarts Draft,4190,6147,9210,12258,7682,9534,12263,14962
Virginia,VA,51,31340,Lynchburg,4209,6174,9251,12312,7716,9576,12318,15029
Virginia,VA,51,47260,Virginia Beach-Chesapeake-Norfolk,4432,6502,9742,12966,8126,10084,12971,15826
Virginia,VA,51,40060,Richmond,4560,6690,10024,13341,8361,10376,13347,16284
Virginia,VA,51,13980,Blacksburg-Christiansburg-Radford,4384,6431,9636,12825,8038,9975,12831,15655
Virginia,VA,51,49020,Winchester,4290,6293,9429,12549,7865,9760,12554,15317
Washington,WA,53,28420,Kennewick-Richland,4278,6275,9402,12513,7842,9733,12519,15274
Washington,WA,53,14740,Bremerton-Silverdale-Port Orchard,4615,6770,10144,13501,8461,10501,13507,16479
Washington,WA,53,47460,Walla Walla,4405,6462,9682,12886,8076,10022,12891,15728
Washington,WA,53,13380,Bellingham,5083,7456,11171,14868,9318,11564,14875,18148
Washington,WA,53,31020,Longview-Kelso,4381,6427,9630,12817,8033,9969,12823,15645
Washington,WA,53,34580,Mount Vernon-Anacortes,4592,6736,10092,13432,8418,10448,13438,16396
Washington,WA,53,44060,Spokane-Spokane Valley,4438,6510,9754,12982,8136,10097,12987,15846
Washington,WA,53,42660,Seattle-Tacoma-Bellevue,5012,7352,11016,14661,9188,11403,14668,17896
Washington,WA,53,36500,Olympia-Lacey-Tumwater,4685,6873,10298,13706,8590,10660,13712,16730
Washington,WA,53,48300,Wenatchee-East Wenatchee,4485,6579,9857,13119,8222,10204,13125,16014
Washington,WA,53,49420,Yakima,4124,6050,9065,12065,7561,9384,12071,14727
West Virginia,WV,54,34060,Morgantown,4193,6150,9215,12265,7686,9539,12270,14970
West Virginia,WV,54,48540,Wheeling,4014,5888,8822,11741,7358,9132,11746,14331
West Virginia,WV,54,37620,Parkersburg-Vienna,3867,5673,8500,11313,7090,8799,11318,13809
West Virginia,WV,54,26580,Huntington-Ashland,4005,5875,8802,11715,7342,9112,11720,14300
West Virginia,WV,54,13220,Beckley,3856,5657,8476,11281,7070,8774,11286,13769
West Virginia,WV,54,48260,Weirton-Steubenville,4152,6091,9126,12145,7612,9447,12151,14825
West Virginia,WV,54,16620,Charleston,4005,5875,8802,11715,7342,9112,11721,14300
Wisconsin,WI,55,43100,Sheboygan,4276,6273,9399,12510,7840,9730,12515,15269
Wisconsin,WI,55,11540,Appleton,4379,6423,9624,12809,8028,9963,12815,15635
Wisconsin,WI,55,24580,Green Bay,4308,6320,9470,12604,7899,9803,12609,15384
Wisconsin,WI,55,22540,Fond du Lac,4335,6359,9528,12680,7947,9863,12686,15478
Wisconsin,WI,55,28450,Kenosha,4323,6342,9502,12646,7926,9836,12652,15436
Wisconsin,WI,55,33340,Milwaukee-Waukesha,4428,6496,9733,12954,8119,10076,12960,15812
Wisconsin,WI,55,39540,Racine-Mount Pleasant,4358,6393,9579,12749,7990,9916,12754,15562
Wisconsin,WI,55,48140,Wausau,4253,6239,9348,12441,7797,9677,12447,15186
Wisconsin,WI,55,27500,Janesville-Beloit,4276,6273,9399,12510,7840,9730,12515,15269
Wisconsin,WI,55,20740,Eau Claire,4362,6398,9587,12759,7996,9924,12765,15574
Wisconsin,WI,55,31540,Madison,4613,6768,10140,13496,8458,10497,13502,16473
Wisconsin,WI,55,36780,Oshkosh-Neenah,4428,6496,9733,12954,8118,10075,12960,15812
Wisconsin,WI,55,29100,La Crosse-Onalaska,4520,6630,9934,13222,8286,10284,13228,16139
Wyoming,WY,56,16220,Casper,4159,6102,9142,12168,7626,9464,12173,14852
Wyoming,WY,56,16940,Cheyenne,4241,6222,9322,12407,7776,9650,12413,15144
